pid,parent,zoneIndex,x,y,z,pitch,yaw,roll,ptype,category,path,comment,extraData
9677,-1,3,19060.00,38340.00,15790.00,90.00,-20.56,-68.99,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9677,,
9678,-1,3,5810.00,14540.00,16360.00,90.00,-32.01,-50.01,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9678,,
9679,-1,3,3600.00,21910.00,17520.00,90.00,-14.04,29.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9679,,
9680,-1,3,12849.00,28803.00,13990.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9680,,
9681,-1,3,24760.00,22050.00,16040.00,90.00,0.00,123.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9681,,
9682,-1,3,3499.00,24080.00,17310.00,90.00,0.00,133.20,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9682,,
9683,-1,3,20490.00,16670.00,17210.00,90.00,0.00,-152.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9683,,
9684,-1,3,11700.00,44460.00,14280.00,90.00,0.00,-45.76,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9684,,
9685,-1,3,5870.00,40740.00,15420.00,90.00,0.00,17.04,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9685,,
9686,-1,3,15090.00,14370.00,18020.00,90.00,0.00,-32.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9686,,
9687,-1,3,8330.00,20170.00,16060.00,90.00,0.00,-15.20,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9687,,
9688,-1,3,18603.00,14211.00,17080.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9688,,
9689,-1,3,17510.00,22370.00,16240.00,90.00,0.00,33.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9689,,
9690,-1,3,23336.00,29664.00,15350.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9690,,
9691,-1,3,13600.00,18810.00,15950.00,90.00,-20.56,-100.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9691,,
9692,-1,3,13190.00,16970.00,17040.00,90.00,0.00,-165.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9692,,
9693,-1,3,9210.00,24330.00,14710.00,90.00,-14.04,-55.20,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9693,,
9694,-1,3,10083.00,23470.00,15240.00,90.00,14.04,-85.96,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9694,,
9695,-1,3,5460.00,19370.00,15800.00,90.00,90.00,43.20,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9695,,
9696,-1,3,920.00,24380.00,17240.00,90.00,14.04,55.67,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9696,,
9697,-1,3,20620.00,20269.00,17110.00,90.00,0.00,123.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9697,,
9698,-1,3,6881.00,29968.00,15080.00,-6.00,0.00,3.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9698,,
9699,-1,3,2340.00,25290.00,15800.00,90.00,14.04,147.24,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9699,,
9700,-1,3,4230.00,26050.00,15490.00,90.00,-14.04,29.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9700,,
9701,-1,3,14653.00,35393.00,14020.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9701,,
9702,-1,3,1939.00,33679.00,17170.00,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9702,,
9703,-1,3,4070.00,30060.00,15340.00,-9.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9703,,
9704,-1,3,1559.00,36747.00,15300.00,-15.00,0.00,-2.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9704,,
9705,-1,3,700.00,39422.00,15210.00,7.00,0.00,5.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9705,,
9706,-1,3,22960.00,23559.00,17110.00,90.00,0.00,123.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9706,,
9707,-1,3,-239.00,45150.00,15500.00,90.00,180.00,-31.84,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9707,,
9708,-1,3,9210.00,40620.00,15500.00,90.00,14.04,-18.93,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9708,,
9709,-1,3,29571.00,30425.00,15860.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9709,,
9710,-1,3,14950.00,28440.00,14550.00,90.00,-14.04,-31.47,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9710,,
9711,-1,3,15550.00,24710.00,15810.00,90.00,0.00,73.20,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9711,,
9712,-1,3,11270.00,28329.00,14780.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9712,,
9713,-1,3,9570.00,29949.00,14780.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9713,,
9714,-1,3,24795.00,32132.00,15350.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9714,,
9715,-1,3,5799.00,24200.00,15750.00,90.00,-14.04,29.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9715,,
9716,-1,3,24710.00,19930.00,15021.26,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9716,,
9717,-1,3,12014.00,19140.00,16080.00,90.00,14.04,-119.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9717,,
9718,-1,3,7090.00,27330.00,14770.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9718,,
9719,-1,3,4140.00,19520.00,15700.00,90.00,-14.04,29.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9719,,
9720,-1,3,2315.00,42112.00,14470.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9720,,
9721,-1,3,2840.00,35140.00,15240.00,90.00,0.00,-175.60,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9721,,
9722,-1,3,9410.00,31090.00,14830.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9722,,
9723,-1,3,17993.76,35477.42,14420.73,24.51,-17.52,-7.46,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9723,,
9724,-1,3,6307.00,23092.00,14780.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9724,,
9725,-1,3,14900.49,12685.77,17031.69,90.00,9.46,144.06,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9725,,
9726,-1,3,960.00,19130.00,15840.00,90.00,-14.04,29.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9726,,
9727,-1,3,10080.00,34126.00,14010.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9727,,
9728,-1,3,14910.00,26570.00,15550.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9728,,
9729,-1,3,15350.00,27213.00,15870.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9729,,
9730,-1,3,15570.00,33430.00,13593.55,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9730,,
9731,-1,3,13486.00,36010.00,14220.00,90.00,160.23,160.81,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9731,,
9732,-1,3,11530.00,32960.00,13603.30,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9732,,
9733,-1,3,12515.00,33720.00,15370.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9733,,
9734,-1,3,22365.69,26405.54,15852.59,90.00,0.00,126.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9734,,
9735,-1,3,14220.00,30460.00,13605.93,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9735,,
9736,-1,3,15200.00,28050.00,16210.00,90.00,0.00,52.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9736,,
9737,-1,3,13920.00,29210.00,14220.00,90.00,20.56,-165.67,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9737,,
9738,-1,3,23740.00,23590.00,15470.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9738,,
9739,-1,3,14895.00,31480.00,15370.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9739,,
9740,-1,3,9630.00,35580.00,15130.00,90.00,0.00,15.17,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9740,,
9741,-1,3,17134.00,30979.00,14176.69,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9741,,
9742,-1,3,13709.00,32556.00,14220.00,90.00,-90.00,-138.43,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9742,,
9743,-1,3,16150.00,30290.00,14210.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9743,,
9744,-1,3,13490.00,37790.00,13610.25,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9744,,
9745,-1,3,24740.00,24630.00,15800.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9745,,
9746,-1,3,18090.00,33930.00,13626.64,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9746,,
9747,-1,3,11160.00,34940.00,14210.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9747,,
9748,-1,3,11604.59,30401.63,15230.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9748,,
9749,-1,3,20580.00,35240.00,13990.00,0.00,0.00,2.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9749,,
9750,-1,3,-2870.00,28823.00,17220.00,90.00,0.00,14.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9750,,
9751,-1,3,19133.00,33128.00,14140.00,-4.00,0.00,-6.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9751,,
9752,-1,3,21702.00,38097.00,14160.00,90.00,-90.00,-138.43,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9752,,
9753,-1,3,16020.00,35008.00,15230.00,90.00,0.00,44.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9753,,
9754,-1,3,19056.00,39119.00,13860.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9754,,
9755,-1,3,20814.00,38928.00,14065.00,90.00,-18.43,23.13,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9755,,
9756,-1,3,18705.00,40935.00,14160.00,90.00,0.00,-48.43,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9756,,
9757,-1,3,20230.00,39530.00,15480.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9757,,
9758,-1,3,7520.00,31080.00,14700.00,90.00,165.96,28.33,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9758,,
9759,-1,3,5750.00,33180.00,15050.00,90.00,20.56,-17.08,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9759,,
9760,-1,3,11023.00,42173.00,13750.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9760,,
9761,-1,3,25040.00,25020.00,16500.00,90.00,0.00,-60.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9761,,
9762,-1,3,8490.00,32970.00,14910.00,90.00,-3.58,-171.21,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9762,,
9763,-1,3,21580.00,34550.00,14190.00,90.00,0.00,21.57,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9763,,
9764,-1,3,13916.93,40355.72,14120.00,90.00,0.00,84.55,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9764,,
9765,-1,3,13310.00,42839.00,13510.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9765,,
9766,-1,3,16690.00,40680.00,13223.18,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9766,,
9767,-1,3,16190.00,38770.00,13431.90,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9767,,
9768,-1,3,12600.83,40586.30,13250.14,0.00,-30.41,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9768,,
9769,-1,3,14810.00,42420.00,12890.29,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9769,,
9770,-1,3,9000.00,41910.00,14500.00,90.00,33.69,-12.87,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9770,,
9771,-1,3,615.00,34358.00,15480.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9771,,
9772,-1,3,26430.00,25220.00,16524.52,90.00,180.00,30.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9772,,
9773,-1,3,14560.00,41760.00,13600.00,90.00,-7.13,70.74,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9773,,
9774,-1,3,10401.00,43138.00,13960.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9774,,
9776,-1,3,7030.00,34830.00,14790.00,-9.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9776,,
9777,-1,3,11170.00,45440.00,13180.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9777,,
9778,-1,3,9257.00,43295.00,13878.00,90.00,0.00,-6.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9778,,
9779,-1,3,-1090.00,40430.00,15560.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9779,,
9780,-1,3,23667.00,28660.00,15860.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9780,,
9781,-1,3,470.00,42825.00,14850.00,90.00,7.13,145.29,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9781,,
9782,-1,3,5000.00,35368.00,15180.00,90.00,0.00,-27.64,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9782,,
9783,-1,3,24377.00,26220.00,15750.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9783,,
9784,-1,3,7450.00,43230.00,14610.00,90.00,7.13,97.13,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9784,,
9785,-1,3,-2090.00,41335.00,15060.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9785,,
9786,-1,3,2850.00,30430.00,15426.83,90.00,-90.00,-83.08,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9786,,
9787,-1,3,5470.00,44070.00,16030.00,90.00,-4.09,105.91,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9787,,
9788,-1,3,8081.00,39928.00,15616.49,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9788,,
9789,-1,3,4014.00,28150.00,15250.00,-20.00,0.00,21.60,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9789,,
9790,-1,3,2491.00,45730.00,14518.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9790,,
9791,-1,3,2810.00,44720.00,15230.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9791,,
9792,-1,3,3570.00,43643.00,15590.00,90.00,0.00,8.76,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9792,,
9793,-1,3,8534.66,39211.26,14167.17,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9793,,
9794,-1,3,26130.00,26785.00,15790.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9794,,
9795,-1,3,3199.78,39551.92,14587.10,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9795,,
9796,-1,3,3673.22,38179.99,14591.38,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9796,,
9797,-1,3,7116.00,37256.00,15120.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9797,,
9798,-1,3,5700.00,38960.00,15480.00,90.00,14.04,76.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9798,,
9799,-1,3,-1532.97,42605.16,15518.81,90.00,0.00,28.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9799,,
9800,-1,3,2210.00,26800.00,15210.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9800,,
9801,-1,3,6660.00,39270.00,14196.70,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9801,,
9802,-1,3,-1282.00,39320.00,15490.00,90.00,0.00,98.43,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9802,,
9803,-1,3,5470.00,45170.00,14920.00,90.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9803,,
9804,-1,3,-5270.00,37500.00,14590.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9804,,
9805,-1,3,2900.00,36790.00,14589.21,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9805,,
9806,-1,3,330.00,32370.00,16040.00,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9806,,
9807,-1,3,-4885.00,34475.00,16180.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9807,,
9808,-1,3,28776.00,28999.00,16325.00,90.00,180.00,30.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9808,,
9809,-1,3,-4020.00,34516.00,15340.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9809,,
9810,-1,3,-2800.00,31973.00,17300.00,90.00,0.00,-165.96,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9810,,
9811,-1,3,-5.00,31013.00,16330.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9811,,
9812,-1,3,-930.00,30560.00,16900.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9812,,
9813,-1,3,1250.00,43580.00,15590.00,90.00,90.00,52.36,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9813,,
9814,-1,3,-3497.00,34660.00,15520.00,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9814,,
9815,-1,3,6156.00,39222.00,14940.00,90.00,-90.00,-116.57,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9815,,
9816,-1,3,4008.00,37801.00,15131.31,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9816,,
9817,-1,3,1700.00,32763.00,16380.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9817,,
9818,-1,3,-1658.00,31685.00,16262.73,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9818,,
9819,-1,3,314.00,27219.00,17170.00,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9819,,
9820,-1,3,29220.00,28039.00,17230.00,90.00,0.00,-60.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9820,,
9821,-1,3,-1867.00,30852.00,15368.62,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9821,,
9822,-1,3,-1392.35,37356.04,15213.70,90.00,0.00,-167.03,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9822,,
9823,-1,3,-1822.00,30063.00,16330.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9823,,
9824,-1,3,-2485.00,33060.00,16010.00,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9824,,
9825,-1,3,1120.00,31110.00,16430.00,90.00,0.00,14.40,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9825,,
9826,-1,3,-930.00,25390.00,15200.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9826,,
9827,-1,3,-4390.00,20740.00,15560.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9827,,
9828,-1,3,-9321.00,24723.00,16020.00,90.00,0.00,18.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9828,,
9829,-1,3,-2867.00,17870.00,15340.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9829,,
9830,-1,3,-1410.00,23420.00,15560.00,90.00,-14.04,29.16,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9830,,
9831,-1,3,26120.00,29806.00,16035.00,90.00,180.00,30.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9831,,
9832,-1,3,-9581.00,23911.00,16420.00,90.00,0.00,18.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9832,,
9833,-1,3,-7214.00,24154.00,15680.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9833,,
9834,-1,3,-3482.00,29069.00,16013.00,90.00,14.04,-61.56,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9834,,
9835,-1,3,-6605.88,17871.23,15864.82,90.00,0.00,76.86,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9835,,
9836,-1,3,-8730.00,26830.00,14685.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9836,,
9837,-1,3,-7800.00,20970.00,16470.00,90.00,0.00,18.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9837,,
9838,-1,3,-8920.00,22130.00,15460.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9838,,
9839,-1,3,-7600.00,24250.00,15340.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9839,,
9840,-1,3,-7520.00,25075.00,14720.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9840,,
9841,-1,3,-6480.00,26850.00,14590.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9841,,
9842,-1,3,-7950.07,23157.68,15037.38,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9842,,
9843,-1,3,-6277.00,24612.00,16020.00,90.00,7.13,115.13,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9843,,
9844,-1,3,-5385.00,25473.00,15220.00,-10.00,0.00,-10.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9844,,
9845,-1,3,-10614.40,25491.24,18866.16,90.00,-3.58,104.42,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9845,,
9846,-1,3,-6810.00,23150.00,15530.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9846,,
9847,-1,3,-6268.00,23842.00,15300.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9847,,
9848,-1,3,-5290.00,18500.00,15330.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9848,,
9849,-1,3,2200.00,22735.00,15650.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9849,,
9850,-1,3,-2548.00,20285.00,15570.00,0.00,0.00,0.00,hiddenRing,HiddenRing,World / Lucent Waters / DailyPuzzle / HiddenRing_9850,,
