pid,index
18216,106
8312,130
13705,15
11193,11
17753,88
5610,25
16881,55
11303,101
6692,15
8530,43
11931,86
17364,39
16930,68
9754,80
7308,67
6153,150
13842,87
17518,12
17517,13
8900,99
7898,48
11929,87
5485,92
7338,49
9961,87
13806,88
13429,62
4903,17
11905,79
13977,89
15739,100
11806,80
9557,81
7250,68
17783,89
11135,14
6009,151
10523,63
15802,101
6922,102
7975,65
18340,107
12203,28
18097,108
10444,8
8229,131
9081,106
12070,88
9745,82
7342,50
11424,102
9343,107
11063,77
13825,90
11026,35
11146,15
10448,9
5745,53
11011,36
13595,152
5949,152
13487,63
16938,69
10580,64
6758,103
7960,51
17691,90
8536,44
8701,93
11910,81
7101,104
17791,91
8344,132
17598,92
11658,82
5322,153
18246,109
9755,83
15258,133
17314,40
17734,93
8219,134
5890,54
15778,102
13750,103
9574,84
9390,108
8728,94
9791,85
9123,109
22353,66
8836,104
5567,154
6808,105
17023,70
15604,52
11909,83
11816,84
18220,110
6869,105
11574,85
11655,86
9347,110
10926,78
11202,12
13940,91
15363,92
8759,95
5836,55
6053,153
9278,111
9336,112
15855,32
7874,53
11845,87
13686,16
7952,54
9165,113
13500,64
8239,135
17868,48
16891,56
8103,67
10425,10
17326,41
16816,57
16719,30
10045,88
15836,68
17965,49
6385,154
5709,56
5449,155
12135,89
8145,136
17629,94
15450,96
11701,88
17325,42
11687,89
8034,69
17062,71
7996,70
15769,106
5618,26
5211,156
5021,157
18441,52
8138,71
5351,158
17657,95
8550,45
8108,72
8791,17
5480,159
11744,90
17833,96
8498,137
10320,38
15655,55
11287,103
10978,37
5373,160
9441,36
10334,24
17630,97
17495,33
6335,155
11243,104
13437,65
7142,106
7011,107
13232,79
5266,161
8231,138
5103,162
18160,111
4975,16
6020,139
16883,58
13473,66
6764,108
8738,97
13975,93
17481,34
10328,39
11935,90
11046,80
6735,109
17628,98
19837,9
8365,140
5436,163
17333,43
9655,86
7076,110
8314,141
8083,73
9937,89
17139,59
13707,17
18260,112
8873,107
10785,6
5445,164
7244,69
8170,142
7371,70
15691,46
9816,87
5121,165
9592,88
15425,98
8771,18
8867,108
6050,156
4996,17
8533,47
10084,90
8708,99
8568,48
8846,109
12092,91
17860,50
6109,157
16791,31
13594,166
19832,18
9946,91
9495,29
5966,158
5347,167
5486,168
6181,159
9130,114
8910,110
5309,169
9567,89
11079,81
11626,91
9906,92
10061,93
13901,94
10833,82
5097,170
6159,160
10096,94
11407,105
8691,100
18381,113
17474,35
9643,90
22309,56
22317,101
10885,83
7144,111
5238,171
17590,99
10018,95
18217,114
10886,84
6752,112
17842,51
4966,19
11759,92
13250,55
5827,57
16906,72
18423,53
5666,27
11234,106
5482,172
6051,161
8883,111
17640,100
18306,115
13830,95
8152,143
7915,57
6318,162
5138,173
6400,163
6943,113
15195,144
11739,93
11762,94
6737,114
8933,112
8736,102
6442,164
17531,14
15326,96
5084,174
11586,95
17852,52
6006,165
12047,92
6038,166
13729,33
9457,37
6120,167
18300,116
5702,58
11230,107
17790,101
9947,93
10454,65
11953,94
6738,113
13504,97
6211,168
13531,98
18476,54
8423,145
8988,34
17801,102
18045,117
7177,115
17100,60
6908,116
11377,108
11821,96
6662,16
10206,40
13231,85
16823,61
17328,44
5181,175
16914,73
13562,67
8085,74
6465,169
18311,118
15387,103
8024,75
11955,95
11688,97
10202,41
9109,115
11141,16
7904,58
8184,146
6294,170
7386,71
15792,114
9007,35
18385,55
6292,171
10489,66
5080,176
10326,42
17161,62
8141,18
18008,119
7251,72
13516,68
9694,91
9609,92
11319,109
4928,19
15847,76
11014,38
11172,13
8884,115
9780,93
8769,20
15220,147
6999,117
5489,177
21665,17
10379,25
18188,120
8278,148
18309,121
17483,36
11729,98
8783,21
5632,28
9292,116
12110,96
11267,110
11676,99
15813,116
13843,99
8095,77
9750,94
18500,56
10047,96
6056,149
9849,95
9266,117
15793,117
9781,96
4933,20
11518,111
5641,19
11619,100
17580,103
17911,53
9972,97
8232,150
10890,86
9335,118
12087,97
11964,98
7367,73
13209,56
8616,104
16990,74
17778,104
17978,54
9783,97
18466,57
8984,36
15664,59
8631,105
6036,172
17459,37
9120,119
8774,22
10162,98
16743,32
8819,118
10411,12
17017,75
4964,18
8139,78
5133,178
8488,151
9853,98
5413,179
5396,180
15245,152
8825,119
4990,19
15297,153
9187,120
11640,101
5549,181
10562,67
8690,106
7920,60
10574,68
10183,99
6048,154
16768,33
17735,105
10090,100
6165,173
13434,69
8421,155
10023,101
16876,63
9240,121
9741,99
8896,120
17971,55
11768,102
16955,76
18583,58
11492,112
5131,182
18469,59
18528,60
8391,156
12030,99
8133,79
16850,64
11055,39
13287,57
6264,174
17053,77
16984,78
13360,58
6881,118
11366,113
11612,103
5683,29
19079,183
15624,61
15705,49
9689,100
7933,62
11624,104
6234,175
17621,106
17107,65
11092,5
11466,114
11822,105
6412,176
6746,119
9470,38
11089,87
7207,74
13375,59
6798,120
22348,157
4950,21
17707,107
6283,177
11166,17
5894,178
6709,18
7067,121
13799,100
15656,63
9874,102
11124,18
15256,158
6346,179
6835,122
6227,180
6123,181
8087,80
17186,20
9786,101
10459,69
10964,88
6170,182
11969,100
13897,101
11411,115
18438,61
10020,103
8882,121
8761,107
17393,45
5731,59
18391,62
4948,22
8628,108
15394,109
10498,70
11338,116
8621,110
13811,102
12153,101
8244,159
18061,122
4917,10
16802,34
5115,184
9880,104
11031,40
12134,102
10796,7
10804,89
7262,75
7079,123
11519,117
6167,183
6338,184
22349,50
15407,111
16928,79
11664,106
10406,13
10364,26
5315,185
17275,46
7380,76
9172,122
8614,112
8470,160
17323,47
18387,63
7114,124
18013,123
22360,122
18072,124
11754,107
9244,123
15254,161
11425,118
8743,113
5946,185
8090,81
9924,105
17184,21
4936,23
8961,11
15269,162
4898,24
9139,124
6727,19
8455,163
9197,125
11058,41
5212,186
8556,51
13931,103
6658,20
9670,102
17448,38
11788,108
8151,164
10460,71
11653,109
17789,108
11684,110
10854,90
8991,37
10554,72
17446,39
8096,82
19063,70
15684,23
11984,103
6915,125
9386,126
5254,187
17213,22
18286,125
10565,73
5530,188
15210,165
15444,114
9844,103
13919,104
17177,23
11628,111
17317,48
18043,126
9676,104
5350,189
12061,104
18298,127
12022,105
10418,14
13436,71
11449,119
13958,105
16805,35
9758,105
7005,126
17839,56
5772,60
8705,115
8852,123
6265,186
17729,109
6834,127
17054,80
11882,112
8281,166
11827,113
11017,42
13188,114
7203,77
17105,66
5242,190
8269,167
18355,128
8377,168
13737,124
6956,128
13986,106
12136,106
6381,187
9276,127
16800,36
16817,67
9826,106
12183,30
13615,31
8788,24
15257,169
11865,115
18035,129
11328,120
10209,43
16773,37
18312,130
15238,170
9476,39
8649,116
7376,78
8318,171
5880,61
18361,131
17695,110
11364,121
8210,172
8959,12
17392,49
17646,111
15274,173
8951,13
10368,27
8475,174
8386,175
6187,188
8823,125
18572,64
8803,126
11784,116
15464,117
13227,60
11433,122
5310,191
10048,106
16874,68
8014,83
11817,117
7152,127
6438,189
9384,128
13449,72
9141,129
15403,118
16765,38
5269,192
11110,91
11864,118
13394,73
12176,107
9437,40
8551,52
15325,20
12111,108
11797,119
6150,190
17467,40
9171,130
17958,57
15776,128
10868,92
7037,129
13507,74
9177,131
12142,109
11133,19
11112,20
9223,132
11726,120
6454,191
13456,75
10935,93
11416,123
13589,76
11418,124
18323,132
17540,112
9196,133
17075,81
10829,94
11835,121
13571,77
9488,41
16781,39
13622,32
10989,43
13867,107
5522,193
6726,21
5488,194
17453,41
17133,69
6985,130
9983,107
17804,113
5253,195
5818,62
10120,108
10022,109
5790,63
10024,110
11293,125
9962,111
18404,65
13336,61
10417,11
10883,95
11117,6
6868,131
6114,192
13936,108
6295,193
5693,30
18315,133
16831,70
17127,71
5594,31
9287,134
10491,74
5918,194
18276,134
13457,78
17319,50
17654,114
18138,135
11332,126
8315,176
17148,72
13391,62
8330,177
6230,178
13756,129
8446,179
5372,196
5430,197
8214,180
17125,73
6954,132
17128,74
15608,64
8427,181
17465,42
8442,182
11634,122
9831,107
17509,15
10488,75
13881,109
10443,12
15821,130
10144,112
7105,133
17056,82
12243,33
13331,63
9180,135
18177,136
9905,113
17418,43
11521,127
17527,16
13906,110
10109,114
18485,66
12027,110
11514,128
11085,96
11892,123
11095,7
20088,195
15266,183
15597,65
15784,131
17283,51
16970,83
17822,115
10853,97
9695,108
10583,76
16867,75
5470,198
6414,196
5698,64
13289,64
17384,52
10234,44
18580,67
5700,65
18422,68
13938,111
7270,79
11938,111
5458,199
10441,13
9795,109
13744,132
8645,119
12219,34
5434,200
17837,58
4925,25
8381,184
5268,201
9633,110
17539,116
4910,26
18392,69
9093,136
5617,32
18253,137
12215,35
7068,133
6395,197
18545,70
18087,138
7041,134
9099,137
17604,117
11380,129
8092,84
11432,130
9122,138
5978,198
8648,120
18265,139
5188,202
6029,199
17994,140
4902,14
8367,185
5564,203
5743,66
6848,135
11228,131
11511,132
5616,33
6818,136
6997,137
9938,115
18211,141
16866,76
9158,139
8643,121
8050,85
10522,77
18268,142
17274,53
5932,200
5733,67
15385,122
7089,138
13839,112
5034,204
17799,118
11813,124
5232,205
8099,86
13752,38
13219,65
17806,119
9100,140
7087,139
10818,8
7941,66
10507,78
13303,66
18508,71
7962,67
11732,125
13990,25
17960,59
6698,22
5114,206
17359,54
15340,113
8887,134
10564,79
8156,186
18213,143
18206,144
15376,114
17831,120
5002,20
9722,111
13748,39
7989,87
5750,68
5671,34
11793,126
8821,135
10903,98
16819,77
5056,207
5395,208
12125,112
15252,187
11276,133
7181,140
19060,79
6135,201
15869,40
5651,28
17120,78
18570,72
10299,45
18233,145
7202,80
6290,202
15800,136
8657,123
9690,112
16852,79
7361,81
17294,55
18038,146
16815,80
10440,14
6678,23
9229,141
12158,113
18103,147
11250,134
6728,141
9948,116
13819,115
5026,209
9746,113
13430,80
10965,99
11894,127
8198,188
10380,29
6271,203
9250,142
11232,135
13693,21
10036,117
18558,73
9842,114
11833,128
5426,210
12002,114
13851,116
5814,69
9877,118
4999,26
13942,117
10085,119
10132,120
13268,67
11331,136
10269,46
9471,42
5088,211
6705,24
6254,204
18303,148
17295,56
11469,137
11304,138
5746,70
13237,68
17555,121
8042,88
10067,121
5359,212
5956,205
20092,100
17565,122
18293,149
4909,15
17344,57
17389,58
7382,82
8589,53
5761,71
18201,150
5243,213
9593,115
10408,15
11844,129
6168,206
5215,214
6447,207
5663,35
24703,60
6898,142
12149,115
5939,208
5099,215
13576,81
5959,209
9848,116
9491,43
17655,123
9465,44
13485,82
7187,83
15634,68
9483,45
22333,189
5476,216
17944,61
8407,190
7229,84
9498,46
7159,143
10497,80
17870,62
17855,63
13779,118
5988,210
9393,143
5835,72
18212,151
8503,54
9801,117
5358,217
9331,144
5407,218
6826,144
15219,191
15454,124
9065,145
13539,83
6981,145
11136,21
10981,44
9046,146
17408,16
11731,130
11949,116
11826,131
5637,36
16994,84
5239,219
12065,117
17576,124
11295,139
7060,146
13309,69
10049,122
8479,192
9696,118
11205,14
18278,152
10453,15
9832,119
8968,17
4889,27
15435,125
17287,59
6430,211
12220,36
8983,41
9658,120
5898,73
9454,47
16731,40
6418,212
17122,81
16880,82
11748,132
13783,119
10231,47
5057,220
6452,213
8879,137
17168,83
5536,221
16902,84
11928,118
9768,121
5139,222
15653,69
17011,85
9079,147
9305,148
11084,101
13276,70
12173,119
13973,120
10180,123
7048,147
8972,42
10437,16
11413,140
11824,133
7047,148
8450,193
11942,120
13330,71
13404,72
5893,74
7239,85
17269,60
5162,223
7235,86
18389,74
4973,21
11363,141
9623,122
6008,214
8032,89
20084,87
8150,194
8762,126
17744,125
19061,84
11832,134
6025,195
9692,123
18140,153
5107,224
10105,124
7924,70
5841,75
11751,135
6364,215
9184,149
13957,121
8451,196
17095,85
10040,125
15679,27
8832,138
16890,86
13254,73
7245,88
6916,149
13446,85
16878,87
6799,150
10530,81
6194,216
11479,142
10623,82
18480,75
13541,86
8877,139
8633,127
17462,44
10134,126
9509,48
16965,86
10994,45
8049,90
6177,217
10121,127
9986,128
7151,140
18231,154
5040,225
17710,126
8116,91
11668,136
15726,141
17076,87
10145,129
18350,155
17542,127
10177,130
6884,151
5768,76
17268,61
18495,76
12115,121
10952,102
18115,156
9370,150
12029,122
8740,128
11708,137
11321,143
10341,30
5090,226
11661,138
8611,129
5305,227
8862,142
13382,74
6118,218
13249,75
8597,55
15600,71
8537,56
8128,22
17280,62
11545,144
7077,152
16977,88
13951,122
10305,48
18130,157
5945,219
13834,123
17321,63
17264,64
13914,124
17350,65
10065,131
13376,76
5991,220
15721,143
10260,49
16959,89
16986,90
11874,139
12233,37
12248,38
8543,57
9161,151
9379,152
6917,153
18346,158
9050,153
17064,91
9412,49
13297,77
10363,31
18219,159
11685,140
17784,128
11675,141
8642,130
13730,144
10944,103
11266,145
13345,78
5851,77
10576,83
15369,125
12119,123
15598,72
6297,221
7123,154
10003,132
7365,89
18486,77
7070,155
6064,222
13271,79
10598,84
6717,25
18534,78
17277,66
12214,39
7908,73
8747,131
11777,142
5897,78
13534,87
7021,156
7358,90
9117,154
6303,223
5062,228
7243,91
10611,85
6793,157
11179,15
15314,23
13898,126
15406,132
16842,88
7983,92
16993,92
7175,92
9136,155
8996,43
8925,145
15341,127
10834,104
8975,44
11122,22
4905,28
5904,79
9076,156
4960,17
8920,146
16824,89
11678,143
10009,133
10570,86
10503,87
11673,144
17457,45
8603,58
9107,157
11620,145
7891,74
13488,88
11086,105
13242,80
5767,59
8476,197
18305,160
15440,133
17431,46
17606,129
9996,134
17915,64
20083,93
4947,29
10292,50
11761,146
17582,130
5033,229
18029,161
16746,41
9319,158
17485,47
4965,22
12130,124
10958,106
8552,60
13238,81
9911,135
7986,93
11387,146
17227,24
11717,147
17173,25
7982,94
11496,147
13208,82
10007,136
6179,224
17906,65
13865,128
11981,125
6075,225
15250,198
18134,162
15859,45
6994,158
18223,163
11195,16
6991,159
4985,23
19057,129
17424,48
17320,67
5497,230
9794,124
6815,160
18507,79
6396,226
7311,94
10950,107
15356,130
16730,42
11312,148
12246,40
11971,126
17336,68
18162,164
5741,80
17718,131
11599,148
9233,159
5208,231
5235,134
13357,83
13807,131
11137,23
5706,37
16724,43
17478,49
5681,38
16857,90
5077,232
17378,69
15342,132
17592,132
11311,149
11059,108
17473,50
12137,127
13412,89
13925,133
7329,95
5248,233
16832,91
17969,66
15832,95
17740,133
13230,109
17505,17
11309,150
8494,61
7948,75
15757,147
13895,134
9854,125
10401,16
9825,126
5142,234
15797,148
11795,149
8252,199
11049,110
10169,137
10426,18
10615,88
6957,161
5001,24
17039,93
11461,151
9178,160
9239,161
8750,135
8505,62
9249,162
9733,127
5516,235
13695,24
13875,135
17721,134
16855,92
13743,149
13903,136
6277,200
5336,236
13700,25
11780,150
10810,9
15863,46
9146,163
9198,164
7252,96
7162,162
15752,150
15441,136
4969,25
13900,137
17265,70
17143,93
10301,51
17538,135
6240,201
11206,17
10923,111
11000,46
8114,96
10069,138
6425,227
17963,67
7881,76
17754,136
8173,202
12193,41
8553,63
7930,77
18591,237
6099,228
15308,203
7221,97
12207,42
9963,139
6387,229
9693,128
5140,238
7253,98
9375,165
10946,112
7934,78
5895,64
19058,90
10107,140
7072,163
11600,151
13612,43
11616,152
9063,166
13349,84
9080,167
7124,164
11702,153
10463,19
5575,239
12118,128
6357,230
15699,65
10354,32
8004,97
5194,240
8257,204
8429,205
9967,141
7081,165
17340,71
8650,137
10431,20
9484,50
11794,154
10468,89
5427,241
8400,206
12224,44
18040,165
10014,142
10480,90
7026,166
6138,231
17230,26
6416,232
17469,51
17687,137
8146,207
9060,168
11150,24
9711,129
11973,129
10059,143
8068,98
9680,130
13267,85
10079,144
9438,51
11607,155
10594,91
18173,166
17760,138
8078,99
12232,45
11559,156
13890,138
5766,81
6427,233
13857,139
15410,138
5994,234
8851,151
5241,242
7130,167
7977,100
13950,140
11877,157
10925,113
13702,26
11594,158
4974,26
5390,243
19059,91
5977,235
9316,169
17123,94
17383,72
8452,208
15665,79
10912,114
17717,139
10875,115
8196,209
6217,236
5143,244
11451,152
18439,80
5646,39
9873,145
9478,52
9993,146
10315,52
11736,159
15751,152
6094,237
15470,139
10779,10
8412,210
11962,130
12230,46
10348,33
8901,153
11699,160
17719,140
15654,80
10815,116
18127,167
12156,131
11649,161
18002,168
5759,82
9083,170
13751,154
18349,169
8955,18
12234,47
11798,162
8656,140
6186,238
6080,239
16927,94
8038,101
17136,95
12138,132
5301,245
12144,133
5626,40
5577,246
13351,86
16786,44
6155,240
9763,131
18270,170
5908,241
8323,211
5455,247
9936,147
5200,248
13195,87
5884,83
7086,168
6790,169
17896,68
6221,242
5182,249
5067,250
13937,141
13908,142
7238,99
12155,134
10129,148
5386,251
9183,171
11129,25
6426,243
10270,53
22338,212
7057,170
9219,172
13428,92
13741,47
7911,81
15818,102
6158,244
13797,143
15610,82
10790,11
10133,149
6671,26
12106,135
9096,173
18269,171
13465,93
6122,245
13731,155
10970,117
13980,144
10941,118
5940,246
5778,84
8777,28
18463,81
5980,247
17441,52
9396,174
12148,136
8953,19
5361,252
11581,163
17097,96
16715,45
17373,73
6445,248
8765,141
5662,41
6844,171
5675,42
15718,156
11986,137
11427,153
9997,150
13948,145
17805,141
11936,138
11384,154
6691,27
6932,172
15631,83
5806,85
5751,86
11977,139
5055,253
5075,254
12066,140
5944,249
13342,88
7125,173
7210,100
15711,157
16888,97
9168,175
13877,146
15603,84
16813,98
15810,158
7100,174
5876,87
17061,95
16793,46
9153,176
8906,159
17650,142
17642,143
13873,147
17937,69
9294,177
9403,178
18356,172
11564,164
8431,213
9354,179
16954,96
8190,214
17514,18
13548,94
5231,255
13847,148
17907,70
13368,89
9341,180
8583,66
9108,181
11563,165
8292,215
15708,160
8163,216
18085,173
18410,82
15785,161
17872,71
6405,250
10236,54
8101,103
18161,174
9186,182
17675,144
15421,142
12151,141
17645,145
10794,12
17746,146
5830,88
8685,143
17836,72
13546,95
8306,217
6460,251
9369,183
8067,104
7008,175
7363,101
12036,142
6246,252
6393,184
15277,218
11778,166
13715,27
6391,253
8045,105
8746,144
4891,30
6200,254
5781,89
10382,34
17595,147
15221,219
13766,149
13505,96
5483,256
7186,102
17404,74
5500,257
5102,258
17174,27
11561,155
9460,53
8606,145
10052,151
15599,85
18056,175
11171,18
7921,86
15204,220
18449,83
11280,156
9261,185
18060,176
10948,119
11766,167
8309,221
13734,162
11271,157
7905,87
15263,222
8542,67
5824,90
5377,259
11544,158
15264,223
6701,28
9879,152
17775,148
8853,163
9828,132
5019,260
18376,177
10851,120
10471,92
17215,28
17968,73
11898,168
8191,224
13501,97
11069,121
9969,153
18010,178
17301,75
15839,106
18142,179
8460,225
9683,133
6879,176
13740,164
6453,255
11540,159
10371,35
15458,146
8809,165
11623,169
16744,47
13874,150
6924,177
11197,19
11177,20
8928,166
12226,48
10461,93
11032,47
9838,134
5520,261
18164,180
17759,149
8071,107
5699,91
10894,122
18321,181
10975,123
7174,178
17807,150
15389,147
6794,179
18028,182
7027,180
13683,28
9941,154
18538,84
10108,155
18364,183
8535,68
13620,49
17475,53
16808,99
15243,226
5276,262
18566,85
6030,256
15808,167
5432,263
17437,54
8320,227
17820,151
8243,228
9272,186
5367,264
5156,265
13214,90
17627,152
18501,86
11553,160
10982,124
10217,55
9190,187
11767,170
8580,69
13358,91
16957,97
15207,229
8433,230
9236,188
17665,153
13353,92
17844,74
18003,184
8115,108
7194,103
11184,21
11976,143
11192,22
10547,94
13421,98
8471,231
9866,135
5576,266
10019,156
8782,29
13596,267
6180,257
6716,29
11324,161
18228,185
15619,88
9127,189
6388,258
10572,95
10409,17
9086,190
16920,98
16974,99
10190,56
18442,87
9175,191
11535,162
17137,100
8805,168
22336,70
9337,192
17562,154
17202,29
6814,181
18191,186
8380,232
13186,171
10192,57
8666,148
10479,96
10585,97
15638,89
13340,93
15225,233
18264,187
13506,99
6202,259
17653,155
5730,92
10959,125
19077,43
16732,48
6736,182
8339,234
16875,101
5887,93
13496,100
9268,193
18074,188
10827,126
11636,172
16825,102
18425,88
13907,151
11512,163
8262,235
12129,144
11390,164
9425,54
8105,109
9510,55
8799,169
17827,156
7268,104
11787,173
6091,260
13279,94
13800,152
10013,157
6131,261
11770,174
13761,170
5889,71
16801,49
5753,94
6144,262
17587,157
17652,158
5807,95
15350,153
9321,194
10026,158
13582,101
8468,236
9351,195
8905,171
18302,189
11244,165
17082,100
6854,183
9212,196
10838,127
7348,105
15642,90
13704,29
10934,128
9772,136
7061,172
16964,101
7083,184
15742,173
4972,27
9845,137
11219,166
16845,103
10185,159
17190,30
13206,95
18214,190
6089,263
15197,237
10881,129
6213,264
13985,154
6301,265
16745,50
6061,266
17579,159
8418,238
11360,167
11704,175
11670,176
7050,185
13954,155
8319,239
6007,267
9596,138
12213,50
10969,130
10457,21
6955,186
10909,131
11690,177
9374,197
13311,96
8179,240
11165,23
6040,268
10086,160
13978,156
7919,91
17362,76
15783,174
8578,72
17037,102
11481,168
9334,198
10494,98
13685,30
13392,97
10204,58
15857,48
9934,161
9893,162
9931,163
13572,157
16935,103
11562,178
17358,77
11223,169
17278,78
8696,149
13921,158
16729,51
13451,102
10526,99
5556,268
17375,79
11991,145
9208,199
17442,55
18193,191
13318,98
6839,187
13708,31
5014,28
6940,188
17290,80
11256,170
13580,103
9863,139
7227,106
5557,269
17876,75
6788,189
15200,241
9925,164
8110,110
15840,111
15400,150
5399,270
9959,165
8445,242
9819,140
6850,190
5874,96
17276,81
13849,159
18491,89
17974,76
7034,175
10619,100
8102,112
4941,31
9358,200
5670,44
7208,107
8779,30
17632,160
11918,179
9267,201
18504,90
17602,161
15762,176
9675,141
10115,166
18477,91
13555,104
11719,180
8259,243
8860,177
7322,108
5595,45
11914,181
5306,271
6074,269
13809,160
15596,92
6209,270
9359,202
5676,46
11246,171
9620,142
12212,51
11978,146
6250,271
18129,192
5186,272
5158,151
13835,161
11609,182
6749,191
12228,52
9642,143
7234,109
13269,99
15241,244
7044,192
6674,30
9426,56
17273,82
15753,178
14024,49
10597,101
6321,272
13292,100
5424,273
5446,274
11542,172
7909,93
15253,245
10241,59
6896,193
8299,246
9132,203
17770,162
15673,31
5525,275
11261,173
6273,273
18520,92
10433,22
12011,147
11960,148
15773,179
5369,276
9603,144
8033,113
18375,193
11279,174
13291,101
10880,132
9332,204
11834,183
10899,133
10122,167
6971,194
16807,52
6933,195
11541,175
5129,277
5296,278
13302,102
8378,247
7200,110
17693,163
15302,248
5687,47
9646,145
16785,53
11705,184
17625,164
11365,176
17423,56
7876,94
18261,194
5278,279
8018,114
9829,146
5279,280
9399,57
5441,281
10595,102
5216,282
10010,168
7163,196
10359,36
5236,283
15786,180
6919,197
5047,284
7056,198
8751,152
17779,165
15404,153
13697,32
6778,199
5331,285
16809,104
7966,115
8702,154
17021,104
11861,185
11080,134
8039,116
5952,274
17460,57
6928,200
13882,162
10041,169
5635,48
12088,149
9663,147
15646,95
18195,195
6162,275
17407,83
9671,148
17313,84
6023,276
8120,117
11921,186
13976,163
11101,8
7160,201
7347,111
13792,164
13781,165
9900,170
5710,97
5370,286
10867,135
8827,181
13757,182
18174,196
9995,171
4970,32
13381,103
7098,202
4893,32
17412,58
13965,166
12242,53
11050,48
17894,77
10329,60
8973,50
13301,104
7368,112
5696,98
9111,205
9433,58
18440,93
5857,99
13426,105
18175,197
17044,105
8962,20
11774,187
15674,33
10321,61
13545,106
6270,277
16829,105
17874,78
10147,172
12162,150
4984,23
13796,167
6059,278
11720,188
13854,168
17662,166
6782,203
9624,149
15730,183
8560,73
17372,85
8070,118
17696,167
10306,62
6011,279
9971,173
11298,177
8703,155
16834,106
15682,34
6101,206
5721,100
18039,198
16797,54
15755,184
10778,13
6073,280
6010,249
8457,250
4920,33
12073,151
8227,251
10075,174
17051,106
17536,19
6860,185
8341,252
18284,199
7107,204
7285,113
10056,175
9731,150
5061,287
10608,103
9940,176
6299,281
10493,104
9430,59
11379,178
15433,156
8833,186
10308,63
8937,187
15774,188
18285,200
9982,177
18125,201
11505,179
11081,136
9779,151
8121,119
17072,107
5120,288
19084,289
7965,120
10864,137
8904,189
11763,189
10913,138
15720,190
8525,74
5572,157
13283,105
9698,152
11121,26
11296,180
5341,290
5821,101
13745,51
8466,253
13885,169
17879,79
8185,254
9097,207
13768,170
17700,168
22322,158
7279,114
15281,255
10282,64
8324,256
10188,178
11652,190
8192,257
11601,191
15299,258
15694,75
11103,27
9576,153
8808,191
17401,86
17819,169
6243,282
8426,259
5787,102
13815,171
17711,170
9401,208
13363,106
10021,179
12172,152
7885,96
8729,159
13278,107
8335,260
17706,171
9385,209
9200,210
6322,283
9479,60
10840,139
13694,33
16766,55
15249,261
10250,105
6843,205
15439,160
22352,192
8390,262
10226,65
6941,206
5221,291
17557,172
17649,173
9217,211
15735,193
18250,202
9315,212
10087,180
6863,207
5777,103
5774,104
12071,153
18098,203
15714,194
11153,28
8355,263
17146,107
9464,61
11591,192
9956,181
8758,161
13459,107
8731,162
9317,213
6838,208
13333,108
16764,56
19088,292
5338,293
10930,140
17631,174
5998,284
11820,193
10629,106
5758,105
10464,24
11575,194
17135,108
9583,154
15621,97
15206,264
17092,109
15618,98
6937,209
5185,294
18178,204
18019,205
9903,182
18090,206
5415,295
13883,172
18363,207
17586,175
10837,141
9496,62
6259,285
8241,265
18454,94
13498,108
11663,195
10288,66
10127,183
11700,196
13319,109
11428,181
18330,208
17567,176
17750,177
7355,115
6910,210
4901,34
9651,155
7936,99
5736,76
6325,286
18107,209
6103,287
9410,63
10254,37
17884,80
8221,266
13935,173
10931,142
17524,20
13355,110
10541,107
11154,29
7949,100
11096,143
15648,101
10924,144
18362,210
9360,214
10514,108
19075,38
15367,174
7219,102
10450,25
7063,211
9738,156
9585,157
17470,59
8388,267
5287,296
13341,111
15260,268
13535,109
17919,81
8036,121
11115,9
17214,31
17523,21
12187,154
17644,178
13443,110
18226,211
10544,109
8063,122
8854,195
17145,110
10400,18
17834,179
15850,123
13197,112
6329,288
10078,184
8493,269
9095,215
8870,196
15692,77
17674,180
11254,182
18347,212
15640,103
5295,297
9265,216
13625,54
8911,197
15760,198
8027,124
8546,78
11239,183
15852,125
8261,270
9205,217
13746,52
10904,145
5402,298
17110,111
10309,67
6130,289
18353,213
6458,290
18436,95
11131,30
9632,158
18427,96
15661,104
10131,185
6871,212
5491,299
18564,97
10410,19
13493,111
8467,271
8527,79
8064,126
8482,272
15198,273
10937,146
5113,300
17780,181
9121,218
18431,98
8332,274
7897,105
12221,55
6316,291
11743,197
16952,108
13246,113
11372,184
8772,35
19072,49
9666,159
12024,155
7913,106
10458,26
13578,112
13310,114
17282,87
11208,24
4885,10
9424,64
18100,214
8724,163
7155,213
6233,292
9926,186
5168,301
6450,293
13433,113
13876,175
5654,50
8794,36
19082,302
8345,275
8454,276
8408,277
11796,198
16913,109
9061,219
8520,80
18468,99
17774,182
6276,294
9908,187
13396,114
9861,160
17376,88
10806,147
17694,183
9516,65
9681,161
6789,214
10891,148
7334,116
5826,106
6729,215
8894,199
16840,112
9207,220
9990,188
5124,303
12140,156
7119,216
17861,82
17908,83
17022,110
18165,215
9448,66
18200,216
9773,162
16903,113
10847,149
8985,53
11238,185
5247,304
9904,189
5126,305
11937,157
17153,114
13949,176
22359,200
11222,186
8255,278
8636,164
18181,217
9113,221
15723,201
17634,184
8640,165
11775,199
8346,279
11198,25
15749,202
17057,111
13474,115
15827,127
17410,60
17284,89
9714,163
17975,84
15814,203
12209,56
12025,158
5307,306
5717,107
13387,115
10800,14
5650,51
16722,57
8328,280
13308,116
17873,85
5136,166
13569,116
7880,107
16926,112
5440,307
6112,295
7150,190
7266,117
18288,218
7309,118
13294,117
13608,57
