pid,parent,zoneIndex,ptype,category,path,comment,extraData,family,solveValue,coords
7195,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7195,,{},hub,120,[{"x":-33235.08;"y":74671.27;"z":14898.87;"pitch":0;"yaw":-2.99;"roll":0}]
7196,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7196,,{},hub,120,[{"x":-23150.46;"y":44406.18;"z":16003.24;"pitch":0;"yaw":23.42;"roll":0}]
7197,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7197,,{},hub,120,[{"x":-16856.79;"y":36664.75;"z":15778.91;"pitch":0;"yaw":48.97;"roll":0}]
7198,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7198,,{},hub,120,[{"x":-24910.31;"y":66736.2;"z":8378.48;"pitch":0;"yaw":-144.09;"roll":0}]
7199,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7199,,{},hub,120,[{"x":-20985.92;"y":53645.58;"z":13715.48;"pitch":-5.79;"yaw":116.8;"roll":0}]
7200,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7200,,{},hub,120,[{"x":-26924.94;"y":75119.6;"z":12406.17;"pitch":2.57;"yaw":-63.57;"roll":0}]
7201,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7201,,{},hub,120,[{"x":-24867.71;"y":37741.04;"z":16147.51;"pitch":0;"yaw":159.54;"roll":0}]
7202,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7202,,{},hub,120,[{"x":-26985.68;"y":51355.15;"z":12744.79;"pitch":0;"yaw":84.58;"roll":0}]
7203,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7203,,{},hub,120,[{"x":-25056.81;"y":55162.36;"z":12787.73;"pitch":0;"yaw":-113.28;"roll":0}]
7204,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7204,,{},hub,120,[{"x":-404.09;"y":57724.41;"z":17278.17;"pitch":21.04;"yaw":-113.94;"roll":0}]
7206,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7206,,{},hub,120,[{"x":-43041.24;"y":76333.91;"z":4964.62;"pitch":0;"yaw":-25.88;"roll":0}]
7207,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7207,,{},hub,120,[{"x":-3600.96;"y":68746.26;"z":15935.57;"pitch":0;"yaw":122.36;"roll":0}]
7208,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7208,,{},hub,120,[{"x":-14977.88;"y":49734.86;"z":14915.32;"pitch":0;"yaw":-115.61;"roll":0}]
7209,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7209,,{},hub,120,[{"x":-21745.07;"y":35924.73;"z":16446.58;"pitch":-12.61;"yaw":86.23;"roll":0}]
7210,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7210,,{},hub,120,[{"x":-18027.56;"y":75685.95;"z":12364.15;"pitch":0;"yaw":-129.15;"roll":0}]
7211,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7211,,{},hub,120,[{"x":-19880.92;"y":51133.32;"z":14211.81;"pitch":15.3;"yaw":155.41;"roll":0}]
7212,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7212,,{},hub,120,[{"x":-15199.43;"y":35231.4;"z":14914.99;"pitch":12.44;"yaw":-155.51;"roll":0}]
7213,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7213,,{},hub,120,[{"x":-17113.37;"y":46464.04;"z":14805.49;"pitch":0;"yaw":-66.53;"roll":0}]
7214,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7214,,{},hub,120,[{"x":-35691.22;"y":59627.85;"z":13870.86;"pitch":-33.47;"yaw":35.64;"roll":0}]
7215,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7215,,{},hub,120,[{"x":-43617.28;"y":78583.24;"z":10001.09;"pitch":-36;"yaw":-107.8;"roll":0}]
7216,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7216,,{},hub,120,[{"x":-16700.03;"y":59283.25;"z":9306.49;"pitch":15.73;"yaw":-151.79;"roll":0}]
7217,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7217,,{},hub,120,[{"x":-34758.14;"y":56555.11;"z":14375.72;"pitch":-8.34;"yaw":78.71;"roll":0}]
7218,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7218,,{},hub,120,[{"x":-33836.01;"y":74694.39;"z":10746.29;"pitch":59.41;"yaw":-37.96;"roll":0}]
7220,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7220,,{},hub,120,[{"x":-31683.61;"y":74825.95;"z":11981.21;"pitch":0;"yaw":-84.7;"roll":0}]
7221,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7221,,{},hub,120,[{"x":-19611.36;"y":56765.32;"z":13908.12;"pitch":-31.6;"yaw":120.2;"roll":0}]
7222,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7222,,{},hub,120,[{"x":-22690.48;"y":34359.11;"z":16510.88;"pitch":-5.43;"yaw":72.57;"roll":0}]
7223,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7223,,{},hub,120,[{"x":-19353.32;"y":35166.2;"z":16250.19;"pitch":3.34;"yaw":-50.17;"roll":0}]
7224,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7224,,{},hub,120,[{"x":-18164.15;"y":85824.59;"z":17978.47;"pitch":-27.57;"yaw":-60.65;"roll":0}]
7225,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7225,,{},hub,120,[{"x":-23215.33;"y":65309.87;"z":6736.67;"pitch":-1.58;"yaw":6.56;"roll":0}]
7226,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7226,,{},hub,120,[{"x":-7101.7;"y":70478.7;"z":8533.94;"pitch":-17.36;"yaw":-169.18;"roll":0}]
7227,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7227,,{},hub,120,[{"x":-30507.15;"y":74285.92;"z":12157.49;"pitch":0;"yaw":-3.81;"roll":0}]
7228,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7228,,{},hub,120,[{"x":-14577.05;"y":40664.26;"z":14328.38;"pitch":2.57;"yaw":157.34;"roll":0}]
7229,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7229,,{},hub,120,[{"x":-26458.03;"y":42175.32;"z":14739.27;"pitch":1.49;"yaw":-118.34;"roll":0}]
7230,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7230,,{},hub,120,[{"x":-16551.25;"y":41819.47;"z":14766.78;"pitch":-5.49;"yaw":36.59;"roll":0}]
7231,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7231,,{},hub,120,[{"x":-26095.18;"y":69683.43;"z":6523.84;"pitch":-6.75;"yaw":164.14;"roll":0}]
7232,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7232,,{},hub,120,[{"x":-5063.7;"y":45253.5;"z":17185.61;"pitch":12;"yaw":77.12;"roll":0}]
7233,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7233,,{},hub,120,[{"x":-18326.38;"y":45621.95;"z":15011.31;"pitch":0;"yaw":-126.17;"roll":0}]
7234,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7234,,{},hub,120,[{"x":-28997.47;"y":83125.63;"z":8563.79;"pitch":0;"yaw":-76.3;"roll":0}]
7235,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7235,,{},hub,120,[{"x":-35908.86;"y":75138.98;"z":16538.42;"pitch":-22.12;"yaw":-38.02;"roll":0}]
7236,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7236,,{},hub,120,[{"x":-16852.64;"y":56893.77;"z":14017.94;"pitch":-13.54;"yaw":50.9;"roll":0}]
7237,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7237,,{},hub,120,[{"x":-23803.98;"y":51099.88;"z":14903.15;"pitch":0;"yaw":4.61;"roll":0}]
7238,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7238,,{},hub,120,[{"x":-24426.1;"y":66222.7;"z":9598.87;"pitch":16.53;"yaw":178.6;"roll":-0.08}]
7239,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7239,,{},hub,120,[{"x":-47016.02;"y":73486.61;"z":5366.58;"pitch":0;"yaw":-82.85;"roll":0}]
7240,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7240,,{},hub,120,[{"x":-21584.55;"y":76194.45;"z":10994.67;"pitch":-3.33;"yaw":-117.95;"roll":0}]
7241,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7241,,{},hub,120,[{"x":-34525.87;"y":42950.77;"z":18460.02;"pitch":-21;"yaw":-142.99;"roll":0}]
7242,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7242,,{},hub,120,[{"x":-26672.64;"y":48252.61;"z":13889.75;"pitch":21.49;"yaw":-153.04;"roll":0}]
7243,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7243,,{},hub,120,[{"x":-20643.56;"y":28614.91;"z":17950.54;"pitch":0;"yaw":-46.06;"roll":0}]
7244,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7244,,{},hub,120,[{"x":-14335.22;"y":61361.18;"z":8789.33;"pitch":29.45;"yaw":-126.63;"roll":0}]
7245,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7245,,{},hub,120,[{"x":-8348.3;"y":54846.35;"z":13631.02;"pitch":-12.36;"yaw":100.4;"roll":0}]
7246,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7246,,{},hub,120,[{"x":-10910.72;"y":65188.36;"z":10520.92;"pitch":-10;"yaw":-154.84;"roll":0}]
7247,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7247,,{},hub,120,[{"x":-17367.38;"y":74856.6;"z":10627.61;"pitch":-20;"yaw":-137.6;"roll":0}]
7248,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7248,,{},hub,120,[{"x":-12697.38;"y":83092.02;"z":16881.92;"pitch":0;"yaw":-93.98;"roll":0}]
7249,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7249,,{},hub,120,[{"x":-32561.39;"y":38271.07;"z":14569.26;"pitch":0;"yaw":167.52;"roll":0}]
7250,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7250,,{},hub,120,[{"x":-20288.58;"y":51375.07;"z":15066.74;"pitch":-1.21;"yaw":15.71;"roll":0}]
7251,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7251,,{},hub,120,[{"x":-21580.6;"y":53292.44;"z":13866.99;"pitch":15.13;"yaw":-64.24;"roll":0}]
7252,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7252,,{},hub,120,[{"x":-18439.29;"y":36903.01;"z":15983.64;"pitch":0;"yaw":135.91;"roll":0}]
7253,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7253,,{},hub,120,[{"x":-3553.39;"y":52939.67;"z":18941.61;"pitch":-19.25;"yaw":-91.7;"roll":0}]
7254,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7254,,{},hub,120,[{"x":-22875.57;"y":43909.64;"z":15935.91;"pitch":-5;"yaw":93.39;"roll":0}]
7255,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7255,,{},hub,120,[{"x":-17699.35;"y":38981.43;"z":15960.45;"pitch":5;"yaw":33.74;"roll":0}]
7256,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7256,,{},hub,120,[{"x":-18314.74;"y":31963.03;"z":16045.28;"pitch":12.5;"yaw":-93.5;"roll":0}]
7257,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7257,,{},hub,120,[{"x":-17430.21;"y":83177.55;"z":16418.01;"pitch":2.26;"yaw":-65.2;"roll":0}]
7258,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7258,,{},hub,120,[{"x":-23765;"y":53841.68;"z":15026.9;"pitch":0;"yaw":-134.42;"roll":0}]
7259,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7259,,{},hub,120,[{"x":-36657.68;"y":75030.66;"z":9998.39;"pitch":-30.91;"yaw":-178.58;"roll":0}]
7261,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7261,,{},hub,120,[{"x":-27819.26;"y":53841.95;"z":12721.01;"pitch":7;"yaw":-83.74;"roll":0}]
7262,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7262,,{},hub,120,[{"x":-26303.77;"y":68848.51;"z":6636.72;"pitch":0;"yaw":-6.75;"roll":0}]
7263,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7263,,{},hub,120,[{"x":-32878.52;"y":56784.93;"z":13468.9;"pitch":-33.99;"yaw":51.18;"roll":0}]
7265,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7265,,{},hub,120,[{"x":-21658.01;"y":67244.62;"z":6354.95;"pitch":17.96;"yaw":-159.37;"roll":0}]
7266,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7266,,{},hub,120,[{"x":-24984.73;"y":42663.95;"z":15130.51;"pitch":10.2;"yaw":-21.44;"roll":0}]
7267,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7267,,{},hub,120,[{"x":-35183.21;"y":61020.11;"z":11203.79;"pitch":0;"yaw":91.41;"roll":0}]
7268,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7268,,{},hub,120,[{"x":-13552.66;"y":50370.46;"z":14917.21;"pitch":1.78;"yaw":68.53;"roll":0}]
7269,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7269,,{},hub,120,[{"x":-16209.78;"y":48852.39;"z":14285.81;"pitch":-3.58;"yaw":106.42;"roll":1.69}]
7270,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7270,,{},hub,120,[{"x":-15231.89;"y":51468.03;"z":15113.73;"pitch":0;"yaw":159.91;"roll":0}]
7271,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7271,,{},hub,120,[{"x":-5603.65;"y":50455.93;"z":15436.26;"pitch":0;"yaw":-136.82;"roll":0}]
7272,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7272,,{},hub,120,[{"x":-19883.56;"y":40786.62;"z":15894.54;"pitch":9.94;"yaw":35.52;"roll":0}]
7273,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7273,,{},hub,120,[{"x":-33694.91;"y":73933.23;"z":13235.59;"pitch":3;"yaw":-21.28;"roll":0}]
7274,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7274,,{},hub,120,[{"x":-25844.37;"y":46075.32;"z":15047.99;"pitch":-6.32;"yaw":81.14;"roll":0}]
7275,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7275,,{},hub,120,[{"x":-42401.92;"y":77913.64;"z":10081.77;"pitch":4;"yaw":126.5;"roll":0}]
7276,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7276,,{},hub,120,[{"x":-21665.76;"y":43038.79;"z":15894.11;"pitch":10.8;"yaw":-54.37;"roll":0}]
7277,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7277,,{},hub,120,[{"x":-25337.56;"y":79272.59;"z":13638.07;"pitch":-4.79;"yaw":-69.49;"roll":0}]
7278,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7278,,{},hub,120,[{"x":-35267.93;"y":63445.23;"z":8009.37;"pitch":0;"yaw":16.51;"roll":0}]
7279,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7279,,{},hub,120,[{"x":-7292.54;"y":63873.84;"z":11250.12;"pitch":-3;"yaw":173.71;"roll":0}]
7280,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7280,,{},hub,120,[{"x":-18109.29;"y":56420.89;"z":4488.19;"pitch":13.12;"yaw":78.35;"roll":0}]
7281,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7281,,{},hub,120,[{"x":-34062.12;"y":76030.17;"z":15336.16;"pitch":-20.84;"yaw":-79.48;"roll":0}]
7282,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7282,,{},hub,120,[{"x":-10901.55;"y":79704.23;"z":16542.89;"pitch":0;"yaw":-173.21;"roll":0}]
7283,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7283,,{},hub,120,[{"x":-32534.21;"y":60201.86;"z":11116.45;"pitch":14.15;"yaw":-75.94;"roll":0}]
7284,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7284,,{},hub,120,[{"x":-15526.8;"y":58437.81;"z":13281.49;"pitch":-24.14;"yaw":138.8;"roll":0}]
7285,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7285,,{},hub,120,[{"x":-38072.43;"y":72230.59;"z":16535.09;"pitch":-9.96;"yaw":0;"roll":0}]
7286,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7286,,{},hub,120,[{"x":-14353.83;"y":78121.8;"z":14464.01;"pitch":50;"yaw":91.03;"roll":0}]
7287,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7287,,{},hub,120,[{"x":-35902;"y":60102.2;"z":11203.79;"pitch":-43.85;"yaw":110.69;"roll":0}]
7288,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7288,,{},hub,120,[{"x":-27178.45;"y":45601.95;"z":14453.23;"pitch":7.3;"yaw":59;"roll":0}]
7289,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7289,,{},hub,120,[{"x":-13993.45;"y":57617.02;"z":13273.34;"pitch":-24;"yaw":135.7;"roll":0}]
7290,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7290,,{},hub,120,[{"x":-10951.75;"y":56603.42;"z":14976.97;"pitch":-10.42;"yaw":65.03;"roll":0}]
7291,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7291,,{},hub,120,[{"x":-15130.19;"y":44204.4;"z":14428.55;"pitch":13.88;"yaw":34.74;"roll":0}]
7292,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7292,,{},hub,120,[{"x":-7676.92;"y":39632.46;"z":14688.03;"pitch":14;"yaw":73.54;"roll":0}]
7293,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7293,,{},hub,120,[{"x":-20302.49;"y":56965.4;"z":12743.6;"pitch":0;"yaw":38.31;"roll":0}]
7294,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7294,,{},hub,120,[{"x":-35476.69;"y":56465.57;"z":15621.48;"pitch":0;"yaw":-63.75;"roll":0}]
7295,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7295,,{},hub,120,[{"x":-37297.81;"y":56905.12;"z":17081.57;"pitch":-9.55;"yaw":-7.59;"roll":0}]
7296,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7296,,{},hub,120,[{"x":-39244.86;"y":70743.77;"z":16593.94;"pitch":0;"yaw":-105.28;"roll":0}]
7297,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7297,,{},hub,120,[{"x":-39497.84;"y":70188.96;"z":16554.11;"pitch":4.61;"yaw":53.46;"roll":0}]
7298,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7298,,{},hub,120,[{"x":-5437.3;"y":74831.37;"z":16301.2;"pitch":0;"yaw":-64.02;"roll":0}]
7299,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7299,,{},hub,120,[{"x":-36442.01;"y":75348.67;"z":10013.13;"pitch":0;"yaw":140.77;"roll":0}]
7300,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7300,,{},hub,120,[{"x":-14360.24;"y":59536.99;"z":9582.51;"pitch":6;"yaw":138.14;"roll":0}]
7301,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7301,,{},hub,120,[{"x":-33609.12;"y":61672.82;"z":8100.98;"pitch":13.03;"yaw":-27.67;"roll":0}]
7302,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7302,,{},hub,120,[{"x":-24864.31;"y":34856.13;"z":16195.92;"pitch":0;"yaw":45.07;"roll":0}]
7303,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7303,,{},hub,120,[{"x":-16237.49;"y":36015.79;"z":15504.59;"pitch":0;"yaw":-103.75;"roll":0}]
7304,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7304,,{},hub,120,[{"x":-19206.37;"y":54960.77;"z":15338.99;"pitch":3.42;"yaw":49.03;"roll":0}]
7305,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7305,,{},hub,120,[{"x":-32137.77;"y":75624.34;"z":13240.59;"pitch":0;"yaw":-81.04;"roll":0}]
7306,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7306,,{},hub,120,[{"x":-19870.02;"y":90130.98;"z":15984.8;"pitch":-19.57;"yaw":-124.76;"roll":0}]
7307,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7307,,{},hub,120,[{"x":-2690.76;"y":69846.57;"z":16301.2;"pitch":0;"yaw":115;"roll":0}]
7308,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7308,,{},hub,120,[{"x":-2492.73;"y":70890.75;"z":18062.75;"pitch":-13.62;"yaw":-167.71;"roll":0}]
7309,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7309,,{},hub,120,[{"x":-6955.78;"y":54917.92;"z":16380.38;"pitch":24.01;"yaw":-36.94;"roll":0}]
7310,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7310,,{},hub,120,[{"x":-7550.14;"y":57682.45;"z":15764.77;"pitch":14.73;"yaw":-49.19;"roll":0}]
7311,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7311,,{},hub,120,[{"x":-13608.76;"y":79662.04;"z":16641.12;"pitch":4.17;"yaw":79.84;"roll":0}]
7312,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7312,,{},hub,120,[{"x":-15748.29;"y":80274.94;"z":16328.75;"pitch":-6.39;"yaw":94.25;"roll":0}]
7313,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7313,,{},hub,120,[{"x":-14820.79;"y":86374.8;"z":16066.95;"pitch":4.41;"yaw":-136.57;"roll":0}]
7314,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7314,,{},hub,120,[{"x":-18307.93;"y":80772.06;"z":15443.82;"pitch":20;"yaw":39.26;"roll":0}]
7315,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7315,,{},hub,120,[{"x":-20222.63;"y":83380.39;"z":15745.44;"pitch":18.09;"yaw":28.91;"roll":0}]
7316,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7316,,{},hub,120,[{"x":-29312.45;"y":79650.02;"z":15976.56;"pitch":-2.6;"yaw":26;"roll":0}]
7317,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7317,,{},hub,120,[{"x":-32452.73;"y":59983.02;"z":10062.9;"pitch":0;"yaw":-14.64;"roll":0}]
7318,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7318,,{},hub,120,[{"x":-28579.09;"y":84750.2;"z":14886.65;"pitch":-36.3;"yaw":74.22;"roll":0}]
7319,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7319,,{},hub,120,[{"x":-4461.26;"y":52126.86;"z":17672.42;"pitch":-2.39;"yaw":-153.86;"roll":0}]
7320,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7320,,{},hub,120,[{"x":-39020.01;"y":73191;"z":16342.11;"pitch":17.4;"yaw":-110;"roll":0}]
7321,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7321,,{},hub,120,[{"x":-36740.89;"y":76265.02;"z":15905.94;"pitch":10.21;"yaw":-99.35;"roll":0}]
7322,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7322,,{},hub,120,[{"x":-39614.22;"y":70554.48;"z":17433.15;"pitch":-20;"yaw":-35;"roll":0}]
7324,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7324,,{},hub,120,[{"x":-38708.9;"y":76630.02;"z":15778.09;"pitch":-51;"yaw":165.66;"roll":0}]
7325,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7325,,{},hub,120,[{"x":-26681.08;"y":81825.43;"z":14090.23;"pitch":-5;"yaw":-64.02;"roll":0}]
7326,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7326,,{},hub,120,[{"x":-5083.64;"y":74761.52;"z":17183.08;"pitch":-10.4;"yaw":-156.01;"roll":0}]
7327,-1,4,viewfinder,SightSeer,World / Autumn Falls / DailyPuzzle / SightSeer_7327,,{},hub,120,[{"x":-9843.16;"y":83336.73;"z":16660.83;"pitch":4.54;"yaw":-163.92;"roll":0}]
