zoneIndex,x,y,z,localID,ptype
4,-2850.49,73470.04,9895.77,BP_RuneAnimated_C--arkan--BLADSGYHVJRJCPZHSVGYGDNBKWDW--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated451,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-6984.34,49806.87,14689.04,BP_RuneAnimated_C--arkan--BMEDYYMSLZGRHTDYCDGPHZLDQXIB--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated806,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-34385.21,38302.44,14286.14,BP_RuneAnimated_C--arkan--BMMDNJGUWOLROBJRMDKNEABLMAWT--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated181,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-30926.5,57742.57,12022.22,BP_RuneAnimated_C--arkan--BPJITTYTTTIFGKKRARLTTZVYSYXJ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated373,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-37487.24,60997.3,8864,BP_RuneAnimated_C--arkan--BPYYBFPEBSATIKRFRFAAQVFCILLZ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated5,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-842.14,58723.05,15451.79,BP_RuneAnimated_C--arkan--BQHWMJSZEEPQUCIKZIBDGZRGDHZH--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated34,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-23338.87,35864.42,16295.36,BP_RuneAnimated_C--arkan--BQTJQJITFIENLABBAYALGTPSQICM--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated258,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-22095.46,44037.27,17475.76,BP_RuneAnimated_C--arkan--BQTPDOJHWWKNEFNGMVIVIDCWTZQS--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated888,logicGrid|completeThePattern|musicGrid|memoryGrid
4,339.78,53553.95,15615.88,BP_RuneAnimated_C--arkan--BRFKXKCTMGLQHJWJSQDYWZLLJGUG--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated33,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-24839.36,67580,6790,BP_RuneAnimated_C--arkan--BUTUHTNQVTJWTJIPQIPRNCTKAPDQ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated662,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-32524.64,82548.06,14437.76,BP_RuneAnimated_C--arkan--BVMCAKXKOAAHXVQGLKSIMSBCBOOG--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated152,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-29887.38,51727.89,12738.46,BP_RuneAnimated_C--arkan--BVSNQYZSKFEEOZTUQRIWGPXOYFUT--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated862,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-37844.05,29970.01,16276.85,BP_RuneAnimated_C--arkan--BVTXTTWYUPATQFNCVGVGCQBEBOIE--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated643,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-32552.54,79412.07,16548.12,BP_RuneAnimated_C--arkan--BXHPERCIDXONGVQJYIJHONZGXFSC--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated588,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-12311.66,25591.4,18313.28,BP_RuneAnimated_C--arkan--BZFEEQKQHWXFCMZVTMZDBAHQDWMD--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated247,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-24131.61,29915.27,17669.37,BP_RuneAnimated_C--arkan--BZRTRCYBJBTONZSLHVMAWXAAHZPR--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated190,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-26052.86,38569.65,15758.25,BP_RuneAnimated_C--arkan--CAZARPQREJVKRDEYJDCQVZPQDNUM--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated285,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-10720.25,39143.21,14357.71,BP_RuneAnimated_C--arkan--CBOIXKOHDNJSJFMKRWIGLXBFKOXS--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated798,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-1055.61,50399.1,16316.79,BP_RuneAnimated_C--arkan--CBONNTKUEQPJAMPCFDIDEXBVCKAZ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated878,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-27430.92,27544.83,18590.46,BP_RuneAnimated_C--arkan--CBUPJKOGQADRLPMIVIIDPANWTBNJ--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated188,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-12820.8,38520.34,14224.73,BP_RuneAnimated_C--arkan--CBUQGNHODIPFKAGZKQSYVDMPGMPC--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated201,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-17650.54,59111.86,8459.05,BP_RuneAnimated_C--arkan--CDIEXXYVZPMPQIOONUGEJFRKNUOZ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated720,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-31422.96,82965.41,14307.44,BP_RuneAnimated_C--arkan--CFBXHDMPSLWNJLPOYLZYATZJGIVY--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated601,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-19181.86,51891.11,14866.79,BP_RuneAnimated_C--arkan--CFLEGLNYHBSCQYWIRKYHCCRNDSHD--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated129,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-25601.17,83821.8,12553.95,BP_RuneAnimated_C--arkan--CIYRGUCOVEUYGLOQXGALOZGBFWFY--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated568,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-23476.2,78027.69,13290.24,BP_RuneAnimated_C--arkan--CJQXWETHQQCXDQKFAIUKEJPYAWQT--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated15,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-23990.37,36569.39,15979.01,BP_RuneAnimated_C--arkan--CKABQFOWHXKEESYVIIZSQUWAHSTE--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated289,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-16638.47,82310.73,15579.97,BP_RuneAnimated_C--arkan--CKTLWIWRWXBPQAICJKKAILEWYOBR--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated80,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-23640.07,40192.11,15632.74,BP_RuneAnimated_C--arkan--CMOJLCYXXWJYDNPDTTLUBQPAPMZM--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated837,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-15952.33,84602.2,15856.16,BP_RuneAnimated_C--arkan--CMWYQOERJMTUGAZHJVPWSVEDRYIQ--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated79,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-47521.69,76811.05,4666.53,BP_RuneAnimated_C--arkan--COOOQADIUFQJXQSWMIHQWVFPIAUU--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated506,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-18727.32,86451.5,17968.11,BP_RuneAnimated_C--arkan--CPFXUONCSMNROILHWZITEMBDYPJB--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated52_11,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-23876.43,55513.68,9610.99,BP_RuneAnimated_C--arkan--CPSFGDGFYANGQBHGWAZFIPXIFACI--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated400,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-22243.4,42876.86,15842.92,BP_RuneAnimated_C--arkan--CQMLRTTXNBYMNKRRLLHGBFCYYGSC--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated195,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-31698.19,61897.71,7673.29,BP_RuneAnimated_C--arkan--CQVYHTQLSORWAZXNLODMMHFXDWSK--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated102,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-25968.05,77156.12,13288.49,BP_RuneAnimated_C--arkan--CQZTBDBBKAGUWHMXWUNCGJGCTYOE--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated708,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-12009.85,73417.03,9608.97,BP_RuneAnimated_C--arkan--CRIGRPYYWZPNUKHEYNPRTORLOJNO--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated716,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-24381.53,33798.89,15940.21,BP_RuneAnimated_C--arkan--CRZPAPNFCWEPTPQGZZCSDYOFRBZS--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated264,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-26106.61,42136.12,14809.39,BP_RuneAnimated_C--arkan--CSCVOEYLBPFPKTYRKBSWTVTLMNMW--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated284,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-13793.85,60012.41,9886.97,BP_RuneAnimated_C--arkan--CSNZKWYPTLXMCELZTAXLWCLUAURX--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated390,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-23870.12,55330.88,12785.23,BP_RuneAnimated_C--arkan--CTWTBDCDGMIHBPPOBHQVISAIIQUY--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated344,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-28557.62,75638.28,15027.36,BP_RuneAnimated_C--arkan--CUTGJHFWADHKKMXNFBWLPFTRDNRZ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated496,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-17669.18,87455.32,17839.87,BP_RuneAnimated_C--arkan--CWLHLLGSKROBMZQKPMRSRFGEGIRJ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated555,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-29491.03,31639.62,15113.58,BP_RuneAnimated_C--arkan--CWMYKRMVZOIVSXHCFMZJYHASUJQB--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated615,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-26327.03,33487.62,15895.31,BP_RuneAnimated_C--arkan--CXMMPZQDGBXLTNDAVEDOOFONGZGO--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated290,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-26543.85,47826.15,14305.19,BP_RuneAnimated_C--arkan--CYSTQISNDAKWVUXOIADZRCEMXSIK--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated783,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-32410.51,36451.62,16084.88,BP_RuneAnimated_C--arkan--CZPHCXXYMMUYJRLQOTRVVCAYYMMS--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated305,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-33258.13,57372.45,13595.86,BP_RuneAnimated_C--arkan--DABOWXOHFNIAAJIZHUHNCNSKCRCO--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated325,logicGrid|completeThePattern|musicGrid|memoryGrid
4,1051.47,69687.22,16117.15,BP_RuneAnimated_C--arkan--DDEJVJYYVUOWPDGOJEYFTJDIYQOB--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated438,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-17553.51,51663.83,14751.15,BP_RuneAnimated_C--arkan--DDENBZVXAGDBAFFLJIWLRECDQJTF--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated208,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-32710.86,83783.98,15339.21,BP_RuneAnimated_C--arkan--DDYTYQCNKQNYYYLAHFYBEEXQGNPV--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated583,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-10365.35,65676.47,9294.26,BP_RuneAnimated_C--arkan--DEDQZOJZLGRPOKYSKTYAQBUVXNME--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated75,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-44877.41,72243.74,4652.56,BP_RuneAnimated_C--arkan--DHAWHHKPDNQWAOEZVTGNEWFJKKPT--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated143,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-31414.78,75609.02,12141.23,BP_RuneAnimated_C--arkan--DHFZRAZCPPLAIUXPSWKRJCDXDGRX--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated705,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-27535.95,84375.71,13134.06,BP_RuneAnimated_C--arkan--DISWAVZCGLXGGYFLEVYBWWGASPUE--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated578,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-2608.83,54369.21,17324.66,BP_RuneAnimated_C--arkan--DJCMGDZZXSGTJMFPNJMTXPBLVFUP--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated730,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-19291.68,50722.82,14636.41,BP_RuneAnimated_C--arkan--DJERKGHQNLEGLPAMEYGKWEVFECSC--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated640,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-5205.93,72410.44,10691.4,BP_RuneAnimated_C--arkan--DJRVCVELVGTEXUSSGGLDGMJYHURS--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated454,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-8902.58,40248.92,14298.58,BP_RuneAnimated_C--arkan--DLREBMPGPKOQXQVYUDNNXZUYVQKD--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated239,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-18869.23,29602.03,16014.24,BP_RuneAnimated_C--arkan--DMJKYNGYFWYAJGTTTIXOGPNZVSPJ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated822,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-9510.83,81623.59,16509.7,BP_RuneAnimated_C--arkan--DMZPUYWCEVSDGTSOGWWMRYHYFOER--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated542,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-6330.77,62461.89,12403.45,BP_RuneAnimated_C--arkan--DNGNPMGXUMVLUPGYJOLEFTXJSBVV--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated426,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-19477.12,75947.28,11229.19,BP_RuneAnimated_C--arkan--DNJOLGMIICTCAGQXCQXROPJTLEKZ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated472,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-22996.07,44028.41,16661.74,BP_RuneAnimated_C--arkan--DNSATNOASVLRHYIROSWBBSCMDCOR--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated270,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-21003.01,81840.48,15290.17,BP_RuneAnimated_C--arkan--DOGOKYYQJZRUYZPJCPZXXCCZCIMY--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated78,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-25003.87,46511.73,15788.69,BP_RuneAnimated_C--arkan--DOLUROICEFAYDLMRRMUIPCQJOWOL--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated786,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-34409.08,60060.27,12623.81,BP_RuneAnimated_C--arkan--DOOBNOHRAMIWARXBFQGQLXAJAWAU--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated360,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-13552.07,55218.79,15306.08,BP_RuneAnimated_C--arkan--DOZSQPFDCDBOSKYQWHJOEHTIKUXV--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated860,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-7589.8,69735.02,8362.24,BP_RuneAnimated_C--arkan--DPTUTVDJFJQSZTEEZGFNKJHPSUBU--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated421,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-26653.98,56069.8,14369.35,BP_RuneAnimated_C--arkan--DRZLPQVZURACCNDZELJPMWWTCIWR--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated111,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-30340.63,38889.23,14483.55,BP_RuneAnimated_C--arkan--DURSVRBWPJMNQAFQFWSSDMIOWVTZ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated671,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-28816.98,81832.8,14141.22,BP_RuneAnimated_C--arkan--DVFLGSZDPPOQUYCGGASRERZAXUVH--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated577,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-11891.14,39817.07,14584.39,BP_RuneAnimated_C--arkan--DVMFJDNNFFEHHDDQIUMYNQZCCBCW--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated834,logicGrid|completeThePattern|musicGrid|memoryGrid
4,-34753.65,32940.19,16355.42,BP_RuneAnimated_C--arkan--DXZXWSNEHCSCGKJYYFZUHKTSUXVI--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated614,logicGrid|completeThePattern|musicGrid|memoryGrid
