zoneIndex,x,y,z,localID,ptype
6,-41276.8125,10765.212891,32426.615234,Monument1_C--jbard--IBWJYJBEFIOJVNEHIUIQZUVMGCMW--1680598709--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument73,fractalMatch|lockpick|match3|klotski
4,-19329.818359,27029.806641,15935.714844,Monument1_C--jbard--IEGOOJKQSUSSJVPZYUUQTDKPVWEH--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument34,fractalMatch|lockpick|match3|klotski
6,-20541.449219,-6389.558594,31846.576172,Monument1_C--jbard--IEYJXXDJKSPCSGYLZECZZVBBOJPF--1680595710--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument15,fractalMatch|lockpick|match3|klotski
4,-10852.763672,58605.679688,11753.749023,Monument1_C--jbard--IHRUYSHEVDTUQTGVDIWSCMUWCEZV--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument21,fractalMatch|lockpick|match3|klotski
4,-27498.878906,53499.660156,12498.331055,Monument1_C--jbard--IJDYACQNNPONLUFTAHGVUOHPFIXX--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument66,fractalMatch|lockpick|match3|klotski
2,11747.301758,54581.058594,1702.17041,Monument1_C--jbard--IJLLTDTYAPSVGCLEYIOMHHYFHLWN--1675117730--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument20,fractalMatch|match3
6,-27317.529297,6353.560547,26259.175781,Monument1_C--jbard--ILPMJBVBRNIXHVZTJGOMMITVWOPZ--1680596239--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument28,fractalMatch|lockpick|match3|klotski
4,-36147.316406,38557.109375,16258.744141,Monument1_C--jbard--IMVJRQOMVMBRVOUAVFCGQCLQPHPM--1696397523--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument77,fractalMatch|lockpick|match3|klotski
4,-18442.6875,75253.421875,9797.738281,Monument1_C--jbard--ISCUPJUPLNSJSDQTDSSFFQSKRTQG--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument14,fractalMatch|lockpick|match3|klotski
4,-1507.343018,58478.457031,15596.578125,Monument1_C--jbard--ISFXMVUMXRFARVDBMXLZZXCHAOZI--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument55,fractalMatch|lockpick|match3|klotski
4,-24681.480469,88936.59375,9012.81543,Monument1_C--jbard--ISQGCOAKQOAMUKSJOUHTVLZFNXPS--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument6,fractalMatch|lockpick|match3|klotski
2,56710.871094,72695.9375,14172.263672,Monument1_C--jbard--JBRBLRCULUJIZHWVSDCWSVFKUDKD--1675118540--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument49,fractalMatch|match3
2,21366.591797,70025.820312,5847.878418,Monument1_C--jbard--JDAIBVTTMRMFPMIQFSBUEECHAJTR--1675118436--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument44,fractalMatch|match3
6,-37947.605469,-15985.167969,41392.730469,Monument1_C--jbard--JTMIAXIVVQFXMYXAXVNHJXHTSZVG--1680595431--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument10,fractalMatch|lockpick|match3|klotski
4,-28623.910156,84600.710938,8864.551758,Monument1_C--jbard--JTVUYOLLINWRKCMXVXMWAEUTCAAV--1696397597--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument79,fractalMatch|lockpick|match3|klotski
3,4972.697754,44731.21875,14136.614258,Monument1_C--jbard--JYRJKLIYOMUVKJHUSBOQIESPOPLA--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument24_53,fractalMatch|lockpick|match3
4,-22689.423828,53050.871094,13684.992188,Monument1_C--jbard--KAPRGEFPKTHEYOMESWALMBFHFTNB--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument67,fractalMatch|lockpick|match3|klotski
2,55942.179688,56962.105469,13978.069336,Monument1_C--jbard--KBBYRTOZVRYGRFFTWPAUNCOYSXBB--1675118687--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument55,fractalMatch|match3
3,-7326.021973,22815.859375,14977.922852,Monument1_C--jbard--KBJMMMABHBLCIUNFNNVSRUMCSKTP--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument6_4,fractalMatch|lockpick|match3
6,-43722.253906,-196.666199,26214.585938,Monument1_C--jbard--KEUOTIMZQFJAQEHDDXYBRGAIIOOX--1680598880--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument77,fractalMatch|lockpick|match3|klotski
6,-49402.167969,24632.205078,14892.097656,Monument1_C--jbard--KFFGXQYZIJPFRYLJXVHKXFNRLWVM--1680598339--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument61,fractalMatch|lockpick|match3|klotski
2,14102.666992,77173.273438,4270.508301,Monument1_C--jbard--KFKTFGJBPVNBVMCVFYWWBRACVLHA--1675117504--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument9,fractalMatch|match3
6,-18102.310547,933.080078,17906.324219,Monument1_C--jbard--KHXAVNJEPAPHCPJQYUBSOTELJYCX--1680598014--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument49,fractalMatch|lockpick|match3|klotski
2,47473.164062,37639.425781,14588.833008,Monument1_C--jbard--KPTDDSAVXAGSCPHHKZQFERNXLLAF--1675118882--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument64,fractalMatch|match3
3,745.881531,28953.191406,15091.870117,Monument1_C--jbard--KRKIUCMDCVRPEEWEIWRBQLODZXAG--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument33_78,fractalMatch|lockpick|match3
2,8100.800293,63178.945312,2217.481689,Monument1_C--jbard--KSXUCYYJZLDGPFZMFJSVWUTAXMVR--1675117612--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument15,fractalMatch|match3
2,31537.025391,89987.03125,9705.935547,Monument1_C--jbard--KUGATTSDNWINXAZWWCGJWFDJHUTP--1675117358--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument5,fractalMatch|match3
4,-9315.610352,55380.933594,13008.317383,Monument1_C--jbard--KWEGGIERMEBTPBDQHQYTHCJEGRBW--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument63,fractalMatch|lockpick|match3|klotski
6,-53107.871094,3067.45166,23670.822266,Monument1_C--jbard--KWKRUNODCDJUTCNUVVDWBQXWNSPS--1680596555--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument39,fractalMatch|lockpick|match3|klotski
4,-20333.064453,52811.15625,13706.095703,Monument1_C--jbard--LAYJUOGLUCXBGIXLRSRIXGMHOBNK--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument37,fractalMatch|lockpick|match3|klotski
2,33318.925781,67875.898438,1961.537842,Monument1_C--jbard--LDAXHFEMAVWRONRYGXOQDWGHJGZP--1675118313--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument40,fractalMatch|match3
3,2155.855713,18578.994141,14672.603516,Monument1_C--jbard--LKYJQMPSALTRAPHMDDSMCXHPTTTK--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument26,fractalMatch|lockpick|match3
6,-25345.175781,4237.285156,38336.945312,Monument1_C--jbard--LPHPFALBQVCGESUHARNWQGOMMGIU--1680599025--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument80,fractalMatch|lockpick|match3|klotski
3,23663.613281,22879.769531,15234.935547,Monument1_C--jbard--LPYHBAMDWIAGYNFGPRDEAXCFFVMF--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument3,fractalMatch|lockpick|match3
2,34954.71875,58676.214844,6269.758789,Monument1_C--jbard--LZKTXXDSSXWTXHERPFWSFXBVVASR--1675118160--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument33_35,fractalMatch|match3
6,-26175.964844,5254.303711,37672.820312,Monument1_C--jbard--MEQGAWXUGVMTQLJVYRAISGPJMKVM--1680599008--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument79,fractalMatch|lockpick|match3|klotski
2,30559.580078,85962.515625,9914.56543,Monument1_C--jbard--MHSRBPPULAJQIYQSWYLQIZWNDHCO--1675117292--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument3,fractalMatch|match3
6,-34347.585938,11282.483398,20542.089844,Monument1_C--jbard--MKIORRXHOBLZKOWIKHNLTCIYHMGH--1680598176--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument55,fractalMatch|lockpick|match3|klotski
6,-39671.449219,-16698.744141,39245.148438,Monument1_C--jbard--MMNSLQUKLXJJTJQLKBLLHMDZYWGA--1680595366--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument8,fractalMatch|lockpick|match3|klotski
3,8887.676758,29109.431641,13474.199219,Monument1_C--jbard--MQVRGCHTOSFDFVNTHPXHTTCZXQZH--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument29_66,fractalMatch|lockpick|match3
6,-47807.976562,26057.15625,17448.917969,Monument1_C--jbard--MRGZPKFCZXBNARFPZWJKBYCWYKGT--1680587076--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument2,fractalMatch|lockpick|match3|klotski
3,-1646.526123,32951.941406,15240,Monument1_C--jbard--MUGEZEQMSNELGKZIVZWBJKMFCAOX--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument9,fractalMatch|lockpick|match3
6,-29157.421875,10705.076172,18362.101562,Monument1_C--jbard--MUJFJLATWIWDXNKZVZIWCAEGATGE--1680598166--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument54,fractalMatch|lockpick|match3|klotski
3,27070,30160,15453.977539,Monument1_C--jbard--MUNQROERGKKEWPCNNAOJESRIJIAW--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument1_2,fractalMatch|lockpick|match3
4,-38246.84375,55654.175781,17141.394531,Monument1_C--jbard--MUPDGYEZKGIPZZELWVJNBYBKOWEY--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument52,fractalMatch|lockpick|match3|klotski
3,19974.792969,20982.224609,14644.029297,Monument1_C--jbard--MVITFNIEPGPHRVAWVSQLJKGYEWOV--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument10_11,fractalMatch|lockpick|match3
3,20253.146484,20600.337891,15032.399414,Monument1_C--jbard--NBLWSCNRBAYXFKKHKGQOXQCHQQLX--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument4,fractalMatch|lockpick|match3
6,-47731.894531,-20408.373047,32711.105469,Monument1_C--jbard--NKAHWSPXBHNJOOCLNOOOPNSPFILT--1680595673--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument14,fractalMatch|lockpick|match3|klotski
2,59676.269531,69485.125,15091.50293,Monument1_C--jbard--NMORNPEOZDFNDPCXULNKVLOGNSDA--1675118570--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument51,fractalMatch|match3
2,40948.695312,51216.058594,9064.15625,Monument1_C--jbard--NNJQUHECTWGUACHWFHRDCAOMHSPO--1675117948--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument29,fractalMatch|match3
6,-10477.430664,-6547.036133,18644.474609,Monument1_C--jbard--NPRDYNWOLGWTFMXBCRXOEWTNBGFP--1680597859--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument43,fractalMatch|lockpick|match3|klotski
4,-13962.716797,76736.414062,11810.441406,Monument1_C--jbard--NTHYRRLXLKUHTQXOJKJBRRYQOZKP--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument13_40,fractalMatch|lockpick|match3|klotski
4,-30675.253906,76256.367188,14148.305664,Monument1_C--jbard--NXNCOXUXNAYSBISJRZOTFQJRUTPG--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument3_18,fractalMatch|lockpick|match3|klotski
6,-40540.914062,15382.279297,23121.410156,Monument1_C--jbard--NYCNACANDTAXHVZBQUZBLAOFSKDK--1680598557--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument69,fractalMatch|lockpick|match3|klotski
6,-4088.791748,-3464.483398,18852.326172,Monument1_C--jbard--OBLWDTPYAUFUPQSNKWPUXTASUFKY--1680597877--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument44,fractalMatch|lockpick|match3|klotski
2,42987.28125,49119.496094,9064.15625,Monument1_C--jbard--ODHPEFEMXMVXHZFECZNRJTFOMMBO--1675117932--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument28,fractalMatch|match3
4,-17757.076172,26755.429688,16072.120117,Monument1_C--jbard--OEEWCHWLEAONIBTGFPGQLPBQRXMD--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument33,fractalMatch|lockpick|match3|klotski
3,11020.070312,35716.460938,13582.560547,Monument1_C--jbard--OEVRJFCCETHTCJBUMKDBAXXFAFXN--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument31_72,fractalMatch|lockpick|match3
6,-40438.847656,10564.767578,23028.451172,Monument1_C--jbard--OEZWGSWYQRZVZEODJGYMLVUMISIQ--1680598533--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument67,fractalMatch|lockpick|match3|klotski
6,-39705.910156,-21792.267578,39042.640625,Monument1_C--jbard--OFLRZRXPPGFHXLLGPXICUATTJTPV--1680595380--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument9,fractalMatch|lockpick|match3|klotski
6,-31511.109375,1342.305786,26643.300781,Monument1_C--jbard--OGPUWCBUEAKYLXESVYNXMLDSSOFF--1680595904--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument20,fractalMatch|lockpick|match3|klotski
6,-36276.886719,-16686.498047,39239.683594,Monument1_C--jbard--OIGDPTJHLDBTVSRZCVVPMMSXAHMM--1680595345--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument7,fractalMatch|lockpick|match3|klotski
4,-19540.492188,57490.515625,4292.240234,Monument1_C--jbard--OMIAAMDNACSVDPWZTORNUULFQIDQ--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument17,fractalMatch|lockpick|match3|klotski
4,-7339.134277,77400.242188,16181.912109,Monument1_C--jbard--OOVSOZPFGOURUZXWQKENPQNSVUYJ--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument12,fractalMatch|lockpick|match3|klotski
4,-18065.384766,33462.078125,14833.264648,Monument1_C--jbard--OTTIUCSEFEGOKOFFVGUKILAZHZTN--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument58,fractalMatch|lockpick|match3|klotski
2,33776.160156,64176.308594,1996.619141,Monument1_C--jbard--OVDHHYCYQEJQLDLUNEOYMQRMINQQ--1675118177--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument34,fractalMatch|match3
2,8726.162109,64273.242188,3133.526367,Monument1_C--jbard--OVJCMVOLRPVVMPIMAZPPMKSTYDZX--1675117712--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument19,fractalMatch|match3
4,-17400.638672,85638.3125,15010,Monument1_C--jbard--OXDRTJOMRFMCLLAIVTPOMZQMVRDU--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument10,fractalMatch|lockpick|match3|klotski
2,57004.855469,67175.453125,14175.865234,Monument1_C--jbard--OXEQZSOGWXTKODLQWPFZMPPIOTSP--1675118581--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument52,fractalMatch|match3
3,6479.004395,10784.011719,14228.209961,Monument1_C--jbard--OYSFBUNJVOKSBBWYDPCUNAQUUXHV--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument34_81,fractalMatch|lockpick|match3
3,10480.509766,27613.322266,13494.730469,Monument1_C--jbard--OZAYWLHNGQAKPAGLSQAJFHGBFABV--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument30_69,fractalMatch|lockpick|match3
4,-19846.939453,91898.265625,13210,Monument1_C--jbard--OZRSAUIXNFXZLSJUKXWZDWURICBJ--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument9,fractalMatch|lockpick|match3|klotski
4,-25791.273438,45049.460938,14716.411133,Monument1_C--jbard--PDSIBSARPZEQNQSJOAFUESJDPSUZ--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument47,fractalMatch|lockpick|match3|klotski
4,-17857.960938,53428.542969,13773.421875,Monument1_C--jbard--PEZYBCAVIWAODTCCQEREJBJTMXAA--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument68,fractalMatch|lockpick|match3|klotski
6,-15217.4375,-2498.284912,27750.822266,Monument1_C--jbard--PGBDEFRFINCXAOGGTLUPCEOERTCU--1680596036--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument24,fractalMatch|lockpick|match3|klotski
4,-20016.585938,57006.019531,12890,Monument1_C--jbard--PPNZCUDZMDQYYXXOCCKMXJLWDLWR--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument28,fractalMatch|lockpick|match3|klotski
2,46595.214844,68379.070312,5130.868652,Monument1_C--jbard--PQNGLHQBPOMYWSUDOKFOCKVUDCJL--1675118258--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument38,fractalMatch|match3
3,1240,31900,15158.477539,Monument1_C--jbard--PSWUEAHVFUFCUREJVUZRNVDMGDQY--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument7_6,fractalMatch|lockpick|match3
3,15796.820312,14625.865234,16685.470703,Monument1_C--jbard--PVQTNTFEPPZPZISMHROCIWTTMPMC--1667853080--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument12_8,fractalMatch|lockpick|match3
6,-20861.107422,18730.941406,25750.449219,Monument1_C--jbard--PXRKTUGRGFSMVYJWDRYFBNWBXJSO--1680596431--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument36,fractalMatch|lockpick|match3|klotski
6,-29029.523438,-16199.946289,38661.667969,Monument1_C--jbard--PYYPPPYBSQNEUHAXKFYSAABAHKQG--1680595323--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument6,fractalMatch|lockpick|match3|klotski
4,-34642.46875,76506.414062,10143.783203,Monument1_C--jbard--PZOBECQTLHCOUPKFCFJVPPRCFOFA--1696397583--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument78,fractalMatch|lockpick|match3|klotski
3,-3090,32690,15187.128906,Monument1_C--jbard--QDCBGNBQEXMKBIWUQHXMARGSRDRI--1667852711--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSlabs.CentralSlabs:PersistentLevel.Monument8,fractalMatch|lockpick|match3
2,43789.046875,38342.832031,11050.371094,Monument1_C--jbard--QDIMSUWYRYFARATLHSZKBYVMLRDY--1675118898--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument65,fractalMatch|match3
6,-7939.489746,4898.196777,24652.349609,Monument1_C--jbard--QEKWTHUTOFDHYRXDNCZLEDQABKDE--1680596107--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument26,fractalMatch|lockpick|match3|klotski
2,50541.984375,60319.046875,12789.542969,Monument1_C--jbard--QFAIHQOAQMZEWYMLTWWFRKBWWTRR--1675118355--Monument1_C /Game/ASophia/Maps/TestingSubmaps/RainforestPlacement/RainforestJeffrey.RainforestJeffrey:PersistentLevel.Monument42,fractalMatch|match3
4,-36684.507812,29667.953125,16091.479492,Monument1_C--jbard--QFJHXEWRXMNBLAJUKOBORFDKMUVN--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument53,fractalMatch|lockpick|match3|klotski
6,-20479.162109,16120.335938,32070.589844,Monument1_C--jbard--QGCOAKCMMNHRLGTPNFKHTWUNUOMU--1680596406--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument35,fractalMatch|lockpick|match3|klotski
6,-33087.617188,-9377.648438,37828.535156,Monument1_C--jbard--QRKAUHQLWELUZEDFRZHZBJVSUZGZ--1680595285--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument4,fractalMatch|lockpick|match3|klotski
6,-11860.295898,-1640.161621,18974.191406,Monument1_C--jbard--QUSKERDRJJYGYNSLBSXTVXWSIHUA--1680598045--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.Monument50,fractalMatch|lockpick|match3|klotski
