pid	difficulty	solvePath	pdata	status	zone
451	7	5:2, 6:2, 6:3, 5:1, 4:1, 4:0, 7:4		dungeon	lostgridsLogic
453	6	5:3, 6:4, 6:2, 7:3, 6:6, 7:5, 7:7, 5:7, 7:2, 4:7, 7:4		dungeon	lostgridsLogic
454	5	2:2, 1:3, 3:3, 2:4, 4:3, 3:4, 5:4, 4:5, 5:5, 4:6, 6:6, 5:7, 0:2, 0:3, 0:4, 1:7, 0:7, 0:6, 0:5		dungeon	lostgridsLogic
522	5	8:0, 8:1, 2:7, 2:8, 3:8, 4:8, 5:8, 6:8, 7:8, 8:8, 8:7, 8:6, 8:5, 8:4, 8:3, 8:2, 5:0, 4:0, 3:0, 2:0, 1:0, 0:0, 0:1, 0:2, 0:3, 0:4, 6:2, 7:2, 5:7, 4:7, 3:7, 1:7, 0:7, 0:6, 1:6, 3:6, 7:3, 7:1, 5:6, 4:6, 5:5, 6:5, 7:5, 5:4, 7:6, 2:5, 1:5, 3:4, 1:4, 1:3, 4:3, 4:4, 4:1, 6:1, 5:1, 3:1, 3:2, 3:3, 5:3, 6:3, 6:4, 2:2, 2:3, 1:2, 1:8, 0:8		dungeon	lostgridsLogic
548	5	1:0, 5:0, 3:0, 0:5, 1:6, 0:7, 1:7, 2:7, 3:7, 2:6, 2:5, 3:6, 4:6, 5:7, 3:5, 1:4, 1:3, 2:4, 0:4, 0:3, 0:2, 0:1, 1:1, 1:2, 2:2, 2:1, 3:1, 3:2, 3:3, 3:4, 4:4, 4:3, 4:1, 4:2, 5:1, 5:2, 5:3, 5:4, 4:5, 5:5, 5:6, 6:7, 6:6, 6:5, 6:4, 6:3, 6:2, 6:1		dungeon	lostgridsLogic
555	6	1:1, 0:0, 2:0, 0:1, 2:2, 1:3, 0:2, 0:3, 2:1, 3:3, 2:4, 3:1, 4:1, 5:2, 4:0, 2:3, 3:0, 4:2, 6:1, 7:1, 7:0, 6:0, 5:0, 6:2, 7:2, 6:3, 6:4, 7:4, 7:3, 7:5, 6:5, 5:4, 4:3, 0:4, 0:5, 0:6, 0:7, 1:7, 1:6, 1:5, 2:5, 2:6, 2:7, 3:5, 4:5, 4:6, 3:6, 3:7, 4:7, 4:4, 5:5, 5:6, 5:7, 7:7, 6:7, 7:6		dungeon	lostgridsLogic
575	4	1:3, 2:3, 1:4, 2:4, 0:1, 1:1, 0:2, 1:2, 2:0, 3:0, 2:1, 3:1, 3:2, 4:1, 5:1, 4:2, 5:2, 3:3, 3:4, 4:3, 5:4, 4:5, 6:4, 7:4, 6:5, 7:5, 3:6, 4:6, 3:7, 4:7, 7:2, 8:2, 7:3, 8:3, 6:0, 7:0, 6:1, 7:1, 7:6, 8:6, 7:7, 8:7, 5:7, 6:7, 5:8, 6:8, 8:5, 8:4, 5:6, 5:5, 3:5, 5:3, 6:3, 2:5, 5:0, 8:1, 1:7, 2:7, 1:8, 2:8, 0:5, 1:5, 0:6, 1:6, 3:8, 0:7, 0:4, 0:3	AAAACQkCADAZISstMzU7P0NHTU9VV2Fpb4EBgQOBCYEVgRuBHYEvgTmBS4FNgVOBX4FlgWeBeYF/ggeCEYITghmCG4IhgiWCKYItgjOCNYI7gj2CR4JPAQYABAhITFADAAUUGCg4PAECAU8CBRQDGAsoBTgNPAcBcH4zDUc5OGA8BwAA	dungeon	lostgridsLogic
576	6	1:1, 6:0, 0:6, 1:6, 0:5, 5:0, 6:1, 5:1, 1:4, 2:5, 2:3, 1:3, 4:3, 5:3, 3:1, 3:5, 3:4, 0:4, 2:6, 4:4, 4:0, 6:2, 4:1, 5:2, 4:2, 2:2, 2:1, 1:2, 0:3, 3:0, 0:1, 1:0, 0:2, 2:0, 3:2, 3:6, 4:5, 5:4, 6:3, 6:4, 6:5, 5:5, 5:6, 4:6		dungeon	lostgridsLogic
598	6	0:1, 0:2, 1:2, 2:2, 2:1, 2:0, 3:0, 4:0, 4:1, 4:2, 5:2, 6:2, 6:3, 6:4, 5:4, 4:4, 4:5, 4:6, 3:6, 2:6, 2:5, 2:4, 1:4, 0:5, 0:4, 0:6, 1:6, 0:3, 1:0, 3:2, 2:3, 3:4, 4:3, 5:6, 6:6, 6:5, 6:0, 5:0, 6:1		dungeon	lostgridsLogic
658	6	5:2, 5:4, 5:3, 4:4, 2:5, 3:5, 4:3, 3:3, 3:4, 4:5, 2:3, 2:4, 1:4, 1:3, 0:3, 1:2, 1:1, 2:2, 2:1, 2:0, 3:1, 4:0, 4:1, 5:0, 5:1, 6:0, 6:1, 6:3		dungeon	lostgridsLogic
659	4	1:0, 0:1, 1:1, 2:1, 0:2, 1:2, 2:0, 2:2, 1:3, 0:3, 3:0, 2:4, 1:4, 0:4, 3:3, 3:4, 3:2, 4:1, 4:0, 5:0, 5:1, 4:2, 5:2, 4:3, 4:4, 5:3		dungeon	lostgridsLogic
662	5	1:3, 3:1, 5:3, 3:5, 0:5, 1:5, 1:6, 2:5, 1:4, 4:1, 5:1, 6:1, 5:0, 5:2, 5:4, 5:5, 4:4, 2:4, 1:2, 1:1, 4:2, 3:2, 2:1, 2:2, 2:3, 3:3, 4:3, 3:4, 4:5		dungeon	lostgridsLogic
764	3	7:8, 8:6, 7:7, 5:7, 4:7, 3:7, 1:7, 0:7, 4:6, 3:8, 5:8, 2:8, 0:8, 1:6, 0:5, 0:3, 0:2, 2:6, 2:5, 2:3, 2:2, 3:1, 3:2, 2:0, 4:0, 5:1, 1:4, 4:1, 7:1, 8:1, 7:2, 6:2, 6:0, 1:2, 1:0, 0:0, 7:3, 6:8, 6:6, 3:4, 4:5, 6:3, 8:3, 4:4, 4:2, 7:4, 8:5, 8:2, 8:0, 6:5, 7:6, 1:5, 3:6, 5:4, 5:6, 5:2, 5:0		dungeon	lostgridsLogic
766	4	6:2, 2:3, 8:1, 8:2, 8:4, 7:0, 6:0, 4:0, 3:0, 2:0, 1:0, 8:6, 7:3, 7:1, 5:1, 0:1, 0:2, 0:4, 1:2, 3:1, 2:2, 4:1, 6:5, 4:5, 3:5, 5:3, 5:4, 6:3, 7:6, 5:6, 7:4, 6:6, 3:4, 4:4, 4:3, 3:2, 1:4, 2:5, 2:6, 2:8, 1:7, 3:7, 3:6, 4:7, 0:6, 1:5, 0:7, 1:8, 4:8, 5:8, 6:8, 5:7, 8:7, 7:8		dungeon	lostgridsLogic
767	3	2:5, 3:4, 4:5, 5:5, 6:6, 6:4, 1:3, 3:2, 4:6, 5:4, 5:3, 4:4, 5:2, 4:3, 4:1, 6:2, 6:1, 6:0, 5:0, 4:0, 3:3, 2:1, 2:0, 3:1, 1:2, 0:2, 0:4, 0:5, 1:4, 1:6, 2:6, 1:1, 0:0		dungeon	lostgridsLogic
768	3	0:3, 1:4, 3:1, 7:3, 6:4, 4:3, 8:6, 0:4, 2:6, 3:7, 3:5, 4:6, 5:5, 6:6, 5:7, 7:5, 8:4, 5:3, 5:4, 6:2, 8:2, 7:2, 7:4, 4:5, 3:3, 2:4, 4:2, 2:2, 2:3, 1:1, 4:1, 3:0, 2:0, 1:0, 0:1, 0:2, 1:7, 5:8, 8:7, 7:8, 7:6, 6:8, 6:7, 4:7, 3:8, 2:8, 0:6, 0:7, 1:8, 5:1, 5:0, 6:0, 6:1, 7:0, 8:0, 8:1, 2:5		dungeon	lostgridsLogic
778	4	3:6, 4:5, 3:4, 3:2, 4:3, 2:3, 5:4, 5:2, 4:1, 1:1, 0:0, 2:0, 10:6, 10:4, 9:5, 11:5, 2:5, 8:7, 7:6, 8:5, 9:6, 9:7, 11:1, 10:3, 5:0, 6:0, 5:1, 6:1, 7:1, 8:0, 8:1, 9:0, 6:2, 7:3, 3:0, 3:1, 2:1, 2:2, 1:2, 10:0, 10:1, 10:2, 9:2, 11:3, 11:4, 8:4, 7:4, 0:3, 0:5, 1:4, 1:3, 0:2, 1:6, 0:7, 0:8, 1:7, 1:8, 2:7, 1:9, 2:9, 3:8, 3:9, 4:8, 3:7, 2:4, 1:5, 2:6, 5:9, 5:8, 6:9, 4:7, 5:7, 5:6, 6:6, 5:5, 6:7, 6:5, 7:8, 7:9, 8:8, 9:9, 10:8, 10:9, 11:9, 9:8, 11:7, 11:6, 10:7, 6:3, 6:4, 8:2, 7:2, 5:3, 0:1, 9:3, 9:4	AAAACgwAAgAYAQQHCxUcIycsMDQ/Q0ZITFBbYmZrbHB0AhgBAQQOBwILBBUEHAEjAicBLAcwBzQBPwdDB0YBSANMBlACWwNiAmYDawJsAnACdAQBokSZFW6SFjitUTMuzKMxAA==	dungeon	lostgridsLogic
783	6	0:3, 0:4, 0:5, 1:5, 2:5, 3:5, 4:5, 5:4, 5:3, 5:2, 5:1, 4:0, 3:0, 2:0, 1:0, 0:0, 0:1, 1:2, 3:2, 3:3, 2:4, 1:4, 2:3, 3:4, 5:5, 2:1, 0:2, 1:1, 4:3, 5:0, 3:1, 4:2		dungeon	lostgridsLogic
784	5	6:4, 5:3, 6:2, 7:3, 8:2, 7:1, 5:5, 4:2, 1:3, 2:6, 1:5, 6:8, 8:4, 7:5, 8:5, 7:4, 8:6, 6:6, 5:7, 4:8, 3:7, 4:7, 4:6, 3:8, 2:8, 7:7, 8:8, 8:7, 6:7, 5:6, 7:6, 0:5, 0:4, 0:6, 0:7, 1:7, 1:8, 0:2, 5:4, 3:6, 1:4, 3:4, 1:2, 2:2, 3:2, 3:1, 3:3, 2:4, 3:5, 4:4, 1:1, 0:1, 0:0, 3:0, 4:0, 2:1, 1:0, 5:1, 6:0, 8:1, 8:0, 6:1, 5:2, 5:0		dungeon	lostgridsLogic
785	6	5:2, 0:2, 1:0, 1:1, 0:4, 1:4, 2:4, 2:3, 3:3, 1:2, 3:2, 3:1, 3:0, 4:0, 5:0, 5:4, 4:4, 3:4, 4:3, 4:2, 4:1, 2:0, 2:1, 2:2, 1:3, 0:1, 0:0		dungeon	lostgridsLogic
786	4	0:7, 1:8, 8:7, 7:8, 0:2, 8:6, 8:5, 7:7, 7:5, 7:3, 5:6, 8:3, 6:3, 6:4, 8:4, 4:4, 5:3, 5:5, 2:4, 5:1, 6:7, 6:2, 6:1, 7:1, 4:2, 2:2, 4:3, 3:3, 2:3, 3:1, 4:0, 2:1, 2:0, 0:0, 1:1, 1:3, 0:1, 0:3, 1:5, 0:4, 1:7, 2:6, 0:6, 4:6, 3:5, 3:7, 2:8, 2:5, 0:5, 3:8, 4:7, 5:8, 6:8, 6:5, 7:0, 8:2, 8:0, 5:0		dungeon	lostgridsLogic
787	6	6:0, 5:0, 4:0, 4:1, 4:2, 6:2, 6:3, 6:4, 5:4, 4:4, 3:4, 2:3, 2:1, 2:0, 1:0, 0:0, 0:1, 0:2, 0:3, 0:4, 1:4, 2:4, 1:3, 1:2, 1:1, 3:0, 3:1, 3:2, 4:3, 5:3, 5:1, 6:1	AAAABQcAAwADEBMYAgMTGBgYEBhAAQIDAiABEK1CYgAA	dungeon	lostgridsLogic
788	5	6:4, 4:1, 3:0, 5:0, 2:2, 1:1, 7:3, 6:2, 5:2, 7:2, 7:1, 5:3, 8:3, 6:6, 7:6, 4:5, 3:7, 3:8, 8:5, 7:5, 7:4, 5:8, 8:1, 8:0, 3:6, 5:7, 5:6, 7:7, 7:8, 5:5, 8:7, 8:8, 7:0, 5:4, 0:3, 1:3, 3:3, 4:3, 3:2, 1:2, 0:1, 1:4, 3:4, 2:4, 0:5, 2:6, 3:5, 1:5, 0:7, 0:8, 1:8, 1:7, 1:6, 3:1, 5:1, 6:0, 2:0, 1:0, 0:0	AAAACQkABQAWBAsPEhYaHSEkKCwvMzY6PkFDRUpMTgIQBAkPCRIJGgkdCSgJLAkvCTYJOgk+CUEJQwlFCUoJTgkIBgsBFgAhASQAMwJMAkJHCQHBbp1Ap3bpVCIRAAA=	dungeon	lostgridsLogic
790	7	2:1, 2:0, 1:0, 0:1, 0:2, 3:2, 2:3, 3:3, 2:4, 1:3, 3:1, 4:2, 1:1, 0:3, 1:4, 1:5, 0:4, 0:0, 3:0, 4:1, 4:0, 5:1, 5:0, 6:1, 5:2, 6:0, 6:2, 6:3, 5:3, 6:4, 0:5, 0:6, 1:6, 2:6, 2:5, 3:6, 3:5, 4:6, 4:3, 3:4, 4:4, 5:4, 4:5, 5:5, 6:5, 5:6, 6:6		dungeon	lostgridsLogic
791	6	4:4, 1:1, 0:0, 2:3, 3:2, 2:1, 1:2, 3:4, 4:3, 4:2, 4:1, 2:4, 1:4, 1:3, 3:1, 4:0, 0:4, 0:3, 0:2, 0:1, 2:0, 3:0, 1:0		dungeon	lostgridsLogic
795	5	1:5, 0:4, 1:4, 3:4, 2:5, 3:5, 5:5, 2:3, 2:7, 1:6, 1:7, 3:7, 3:6, 5:6, 6:6, 6:7, 4:7, 4:6, 4:4, 5:4, 6:4, 7:5, 7:6, 7:7, 5:2, 4:2, 4:3, 4:1, 6:1, 5:0, 6:0, 6:2, 6:3, 7:3, 7:1, 7:0, 7:4, 2:2, 2:1, 0:2, 1:1, 0:1, 0:3, 1:3, 3:3, 3:1, 4:0, 3:0, 1:0, 0:0, 0:6, 0:7		dungeon	lostgridsLogic
801	6	1:8, 2:8, 3:8, 1:7, 2:7, 3:7, 1:6, 2:6, 3:6, 3:4, 2:4, 1:4, 3:5, 2:5, 1:5, 6:7, 6:8, 7:7, 7:8, 5:7, 8:7, 5:8, 8:8, 6:6, 5:6, 7:6, 8:6, 6:5, 5:5, 7:5, 8:5, 1:3, 2:3, 2:2, 1:1, 1:2, 2:1, 3:1, 3:2, 3:3, 4:3, 4:2, 4:1, 5:3, 5:2, 5:1, 6:1, 7:1, 8:1, 8:2, 7:2, 6:2, 6:3, 7:3, 8:3		dungeon	lostgridsLogic
807	6	0:2, 0:4, 4:2, 4:4, 8:2, 8:4, 0:1, 1:0, 2:0, 3:0, 8:5, 7:6, 6:6, 5:6, 1:6, 2:6, 6:0, 7:0, 1:1, 2:1, 3:1, 5:5, 6:5, 7:5, 6:1, 2:5, 1:5, 3:5, 5:1, 7:1, 4:1, 4:5, 3:6, 3:4, 5:0, 5:2, 3:2, 5:4, 8:1, 7:2, 1:2, 0:5, 1:4, 7:4	AAAABwkBAQYcHR4gISIGAAgACBQYJio2PgEFBBsfIzoCBAAFCAQ2BD4FCAUEABsAHwAjADoAQAECA1ZgQgEMO7ZxHNu4YAA=	dungeon	lostgridsLogic
824	3	7:0, 8:0, 8:1, 9:1, 10:1, 2:1, 3:1, 3:2, 4:2, 3:0, 4:0, 4:1, 5:1, 10:5, 9:2, 10:2, 10:3, 5:0, 6:0, 1:0, 2:0, 5:2, 6:2, 6:3, 7:3, 1:2, 2:2, 2:3, 3:3, 8:3, 9:3, 9:4, 10:4, 7:4, 8:4, 8:5, 9:5, 9:6, 10:6, 10:7, 3:4, 4:4, 4:5, 5:5, 6:5, 7:5, 7:6, 8:6, 2:5, 3:5, 3:6, 4:6, 5:6, 6:6, 6:7, 7:7, 1:6, 2:6, 2:7, 3:7, 8:7, 9:7, 9:8, 10:8, 7:8, 8:8, 8:9, 9:9, 10:9, 4:7, 5:7, 5:8, 6:8, 3:8, 4:8, 4:9, 5:9, 5:10, 6:10, 9:10, 10:10, 2:9, 3:9, 3:10, 4:10, 1:10, 2:10		dungeon	lostgridsLogic
825	4	3:3, 3:4, 3:7, 3:8, 4:8, 4:9, 3:6, 4:6, 10:6, 10:7, 9:5, 9:6, 9:8, 10:8, 9:9, 9:10, 5:5, 5:6, 6:5, 7:5, 7:6, 8:6, 5:8, 6:8, 8:8, 8:9, 6:9, 7:9, 7:10, 8:10, 10:10, 10:9, 9:4, 10:4, 10:5, 10:2, 10:3, 10:1, 9:1, 9:2, 8:3, 9:3, 7:2, 8:2, 6:2, 6:3, 4:3, 5:3, 4:4, 4:5, 5:1, 5:2, 6:1, 7:1, 3:2, 4:2, 3:10, 4:10, 0:4, 0:5, 6:10, 5:9, 5:10, 2:6, 2:7, 1:4, 2:4, 0:3, 1:3, 2:1, 3:1, 0:7, 1:7, 1:9, 1:10, 1:1, 1:2, 2:9, 3:9, 2:10, 0:8, 0:9, 0:10, 0:6, 0:2		dungeon	lostgridsLogic
851	4	4:8, 3:7, 3:8, 2:7, 4:9, 5:9, 5:10, 6:10, 6:11, 7:11, 6:12, 7:12, 8:12, 8:13, 9:13, 9:14, 10:14, 8:14, 7:13, 5:12, 6:13, 5:11, 4:10, 3:9, 5:8, 6:9, 8:11, 9:12, 10:13, 11:14, 11:13, 10:12, 11:12, 12:13, 12:14, 12:12, 13:13, 13:14, 7:14, 6:14, 5:13, 5:14, 4:12, 4:14, 4:13, 3:14, 3:13, 2:14, 4:11, 3:10, 3:11, 2:11, 3:12, 2:12, 2:13, 1:12, 1:13, 1:14, 1:11, 0:14, 0:13, 0:12, 0:11, 0:10, 1:10, 2:10, 2:9, 1:9, 0:9, 2:8, 1:8, 0:8, 1:7, 2:6, 1:6, 0:6, 1:5, 0:5, 0:4, 1:4, 2:5, 3:6, 0:7, 0:3, 1:3, 0:2, 0:1, 1:2, 1:1, 2:2, 2:3, 2:4, 0:0, 1:0, 2:0, 3:0, 2:1, 3:1, 4:0, 5:0, 4:1, 5:1, 6:1, 6:2, 7:2, 7:3, 8:3, 8:4, 9:4, 9:5, 10:4, 10:5, 10:6, 9:6, 8:5, 11:6, 11:7, 12:7, 12:8, 13:8, 13:9, 14:9, 14:10, 12:9, 12:10, 12:11, 13:10, 11:10, 11:9, 11:8, 10:8, 9:7, 8:6, 7:5, 6:4, 6:3, 5:2, 5:3, 5:4, 6:5, 5:5, 6:6, 7:6, 4:2, 6:0, 7:1, 8:2, 9:3, 11:5, 12:6, 13:7, 14:8, 14:7, 10:3, 11:4, 7:0, 3:5, 4:6, 5:7, 6:7, 5:6, 7:7, 6:8, 7:8, 8:7, 4:5, 4:4, 4:3, 3:4, 3:3, 3:2, 7:9, 8:10, 9:8, 8:8, 8:9, 9:9, 9:10, 10:9, 9:11, 10:11, 10:10, 11:11, 13:12, 13:11, 14:11, 14:12, 14:13, 14:14, 12:5, 13:6, 14:6, 14:5, 13:5, 14:4, 13:4, 12:4, 12:3, 11:3, 14:3, 13:3, 12:2, 9:2, 8:1, 8:0, 9:0, 10:0, 11:0, 10:1, 9:1, 10:2, 11:1, 11:2, 12:1, 12:0, 13:1, 13:2, 14:2, 14:1, 14:0, 13:0		dungeon	lostgridsLogic
852	4	3:1, 4:1, 3:2, 4:2, 3:4, 4:4, 3:5, 4:5, 6:4, 7:4, 6:5, 7:5, 6:1, 7:1, 6:2, 7:2, 9:1, 10:1, 9:2, 10:2, 12:1, 13:1, 12:2, 13:2, 12:4, 13:4, 12:5, 13:5, 9:4, 10:4, 9:5, 10:5, 9:7, 10:7, 9:8, 10:8, 12:7, 13:7, 12:8, 13:8, 12:10, 13:10, 12:11, 13:11, 9:10, 10:10, 9:11, 10:11, 6:10, 7:10, 6:11, 7:11, 6:7, 7:7, 6:8, 7:8, 3:7, 4:7, 3:8, 4:8, 3:10, 4:10, 3:11, 4:11, 2:6, 7:6, 8:6, 9:6, 10:6, 11:6, 12:6, 13:6, 14:6, 11:5, 14:4, 14:7, 11:4, 11:3, 14:3, 14:8, 14:9, 13:9, 12:9, 11:9, 8:7, 11:8, 5:7, 6:9, 5:6, 6:3, 5:9, 11:10, 11:11, 11:12, 10:12, 9:12, 8:12, 7:12, 6:12, 5:12, 14:11, 14:12, 13:12, 12:12, 8:10, 8:9, 8:8, 7:3, 9:9, 10:9, 5:11, 5:10, 8:5, 8:4, 8:3, 13:3, 12:3, 10:3, 9:3, 11:0, 12:0, 13:0, 14:0, 14:1, 14:2, 5:3, 4:6, 3:9, 3:3, 4:3, 2:4, 2:5, 11:2, 8:1, 5:1, 4:0, 5:0, 5:2, 8:0, 6:0, 9:0, 3:0, 5:4, 5:5, 5:8, 4:9, 10:0, 2:0, 2:1, 2:2, 2:7, 2:8, 2:9, 4:12, 3:12, 2:12, 2:10		dungeon	lostgridsLogic
853	5	8:6, 11:6, 10:8, 10:5, 9:3, 10:3, 9:4, 10:4, 14:3, 13:2, 12:2, 14:4, 14:5, 12:6, 13:6, 12:7, 13:7, 14:6, 12:5, 11:5, 11:4, 11:2, 2:3, 2:4, 2:6, 2:7, 3:2, 4:2, 5:2, 3:5, 8:5, 9:8, 9:9, 10:9, 9:10, 10:10, 13:14, 12:14, 11:14, 9:14, 9:12, 10:12, 9:13, 10:13, 14:13, 14:12, 13:11, 14:10, 10:11, 8:11, 6:12, 7:12, 6:13, 7:13, 8:12, 3:14, 2:13, 4:14, 2:12, 4:11, 5:12, 5:14, 6:14, 7:14, 8:14, 8:10, 8:9, 11:9, 7:8, 2:11, 3:9, 4:9, 3:10, 4:10, 2:10, 2:9, 2:8, 5:10, 4:5, 7:2, 6:3, 7:3, 6:4, 7:4, 8:4, 8:2, 5:3, 6:5, 6:6, 7:6, 6:7, 7:7, 5:6, 8:7, 11:8, 11:10, 9:2, 10:2, 8:8, 5:5, 6:11, 6:8, 5:8, 5:7, 5:11, 11:11, 12:9, 13:9, 12:10, 13:10, 12:11, 13:8, 14:9, 14:8, 14:7, 3:8, 3:6, 4:6, 3:7, 4:7, 3:3, 4:3, 3:4, 4:4, 5:4, 11:12, 12:12, 13:12, 12:13, 13:13, 11:13		dungeon	lostgridsLogic
856	5	3:5, 2:6, 3:7, 2:8, 3:8, 4:8, 2:7, 2:5, 2:3, 2:2, 2:4, 1:8, 4:7, 4:6, 4:5, 5:8, 5:7, 5:6, 5:5, 4:4, 3:4, 3:3, 3:2, 4:2, 5:2, 5:3, 4:3, 5:4, 6:2, 1:2, 0:3, 0:4, 1:4, 1:5, 1:6, 0:6, 0:7, 0:8, 1:7, 0:5, 1:3, 7:2, 7:3, 7:4, 6:4, 6:5, 6:6, 7:6, 7:7, 7:8, 6:8, 6:7, 7:5, 6:3		dungeon	lostgridsLogic
857	7	17:3, 16:2, 16:5, 14:3, 11:17, 12:15, 13:15, 12:16, 13:16, 13:17, 3:17, 2:16, 5:16, 3:14, 13:14, 11:12, 12:11, 12:14, 14:12, 13:11, 12:9, 13:9, 12:10, 13:10, 12:8, 14:15, 15:14, 15:17, 17:15, 17:14, 14:17, 16:17, 17:16, 14:16, 16:14, 15:12, 16:12, 15:13, 16:13, 17:13, 17:11, 2:14, 3:12, 4:12, 3:13, 4:13, 2:12, 2:10, 3:9, 4:9, 3:10, 4:10, 2:8, 4:11, 5:11, 6:11, 6:14, 5:13, 8:13, 6:9, 7:9, 6:10, 7:10, 5:9, 5:8, 5:7, 5:6, 5:5, 6:3, 7:3, 6:4, 7:4, 6:2, 8:2, 17:4, 17:5, 15:2, 14:2, 6:5, 5:12, 14:13, 11:13, 9:12, 10:12, 9:13, 10:13, 8:12, 7:14, 6:15, 7:15, 6:16, 7:16, 7:11, 2:15, 4:17, 5:17, 4:14, 5:15, 2:11, 8:11, 5:4, 6:8, 3:6, 4:6, 3:7, 4:7, 9:6, 10:6, 9:7, 10:7, 15:6, 16:6, 15:7, 16:7, 9:15, 10:15, 9:16, 10:16, 8:15, 8:14, 11:16, 11:14, 7:8, 7:5, 8:6, 2:6, 11:6, 3:5, 4:5, 3:8, 4:2, 2:4, 3:2, 5:3, 2:3, 2:5, 2:7, 5:2, 8:7, 5:14, 8:17, 7:17, 9:17, 10:17, 10:14, 14:14, 15:5, 14:4, 12:3, 13:3, 12:4, 13:4, 12:2, 11:2, 10:2, 9:2, 9:3, 10:3, 9:4, 10:4, 8:5, 8:3, 11:4, 12:5, 14:6, 17:7, 17:8, 17:9, 17:10, 8:9, 11:9, 15:9, 16:9, 15:10, 16:10, 14:10, 14:8, 9:8, 9:11, 9:5, 10:11, 10:8, 11:10, 16:11, 14:11, 15:8, 10:5, 14:5, 13:5, 11:5, 14:7, 11:7, 13:8, 11:8, 8:8, 11:11, 8:10		dungeon	lostgridsLogic
860	5	15:14, 13:13, 14:13, 13:14, 14:14, 15:12, 12:15, 10:13, 11:13, 10:14, 11:14, 12:13, 1:7, 2:7, 1:8, 2:8, 3:8, 4:7, 5:7, 4:8, 5:8, 3:6, 3:12, 3:10, 1:10, 2:10, 1:11, 2:11, 4:10, 5:10, 4:11, 5:11, 7:7, 8:7, 7:8, 8:8, 6:6, 8:6, 7:4, 8:4, 7:5, 8:5, 7:3, 7:1, 8:1, 7:2, 8:2, 9:3, 11:3, 10:4, 11:4, 10:5, 11:5, 10:1, 11:1, 10:2, 11:2, 4:4, 5:4, 4:5, 5:5, 5:3, 4:1, 5:1, 4:2, 5:2, 3:3, 10:7, 11:7, 10:8, 11:8, 10:6, 12:6, 13:1, 14:1, 13:2, 14:2, 10:10, 11:10, 10:11, 11:11, 7:10, 8:10, 7:11, 8:11, 7:13, 8:13, 7:14, 8:14, 4:13, 5:13, 4:14, 5:14, 1:13, 2:13, 1:14, 2:14, 13:7, 14:7, 13:8, 14:8, 1:1, 2:1, 1:2, 2:2, 1:4, 2:4, 1:5, 2:5, 6:3, 6:2, 12:0, 13:4, 14:4, 13:5, 14:5, 9:6, 9:5, 0:3, 0:4, 1:3, 0:13, 0:12, 2:12, 0:15, 1:15, 3:15, 6:12, 4:12, 3:13, 4:15, 8:12, 9:12, 9:10, 9:9, 7:9, 6:9, 6:7, 0:11, 1:9, 0:9, 12:9, 13:9, 13:10, 14:10, 13:11, 14:11, 12:10, 12:11, 13:12, 14:12, 15:11, 15:10, 15:9, 11:9, 15:15, 13:15, 3:0, 2:0, 0:0, 0:1, 4:0, 0:5, 0:6, 2:6, 2:3, 3:2, 5:0, 6:0, 6:1, 8:0, 9:0, 9:2, 10:0, 6:5, 5:6, 15:3, 15:2, 15:4, 15:0, 14:0, 12:1, 12:3, 13:3, 12:2, 12:5, 11:0, 15:5, 15:6, 15:8, 14:6, 13:6, 9:4, 9:8, 10:9, 12:7, 11:15, 9:14, 5:15, 3:14, 6:13, 6:15, 7:15, 9:15, 9:13, 10:15, 10:12, 12:12, 6:11, 6:10, 4:6, 3:5, 3:4, 0:7, 2:9, 3:9, 5:9, 0:10		dungeon	lostgridsLogic
